TysonZip,Address1,Address2,Availability,Price,Beds,Baths,Sqft
42602,"1119 Shelley St, Albany, KY 42602","Albany, KY 42602",For Sale,129900,3,1,1100
42602,"51 Soaring Eagle Rd, Albany, KY 42602","Albany, KY 42602",For Sale,239900,2,1,776
42602,"3035 Old Monticello Rd, Albany, KY 42602","Albany, KY 42602",For Sale,45000,4,1,1179
42602,"6969 KY S 639 Hwy, Albany, KY 42602","Albany, KY 42602",For Sale,219000,3,2,1128
42602,"Woodsdale Phase 1 Ests Lots 4 & 5, Albany, KY 42602","Albany, KY 42602",For Sale,79900,,,
42602,"3246 KY Highway 829, Albany, KY 42602","Albany, KY 42602",For Sale,175000,4,2,1787
42602,"192 Bluff Rd, Albany, KY 42602","Albany, KY 42602",For Sale,1450000,4,4.5,3000
42602,"405 Central St, Albany, KY 42602","Albany, KY 42602",For Sale,74900,2,1,500
42602,"49 Griffin Trl, Albany, KY 42602","Albany, KY 42602",For Sale,39900,,,
42602,"5 Stone Subdivision Clf Lot 5C, Albany, KY 42602","Albany, KY 42602",For Sale,24900,,,
42602,"15 Eagle Point Dr Lot 15 and 16, Albany, KY 42602","Albany, KY 42602",For Sale,99000,,,
42602,"17 Eagle Point Dr Lot 17 and 18, Albany, KY 42602","Albany, KY 42602",For Sale,75000,,,
42602,"12 Eagle Point Dr Lots 12 & 14, Albany, KY 42602","Albany, KY 42602",For Sale,249000,,,
42602,"19 Eagle Point Dr Lot 19 and 19 1/2, Albany, KY 42602","Albany, KY 42602",For Sale,65000,,,
42602,"22 Eagle Point Dr Lot 22 and 23, Albany, KY 42602","Albany, KY 42602",For Sale,79000,,,
42602,"20 Eagle Point Dr Lot 20 and 21, Albany, KY 42602","Albany, KY 42602",For Sale,79000,,,
42602,"28 Eagle Point Dr Lot 28 and 29, Albany, KY 42602","Albany, KY 42602",For Sale,79000,,,
42602,"24 Eagle Point Dr Lot 24 and 25, Albany, KY 42602","Albany, KY 42602",For Sale,79000,,,
42602,"26 Eagle Point Dr Lot 26 and 27, Albany, KY 42602","Albany, KY 42602",For Sale,79000,,,
42602,"1 Stone Subdivision Clf Lot 1C, Albany, KY 42602","Albany, KY 42602",For Sale,23900,,,
42602,"8 Stone Subdivision Clf Lot 8C, Albany, KY 42602","Albany, KY 42602",For Sale,19900,,,
42602,"6 Stone Subdivision Clf Lot 6C, Albany, KY 42602","Albany, KY 42602",For Sale,19900,,,
42602,"7 Stone Subdivision Clf Lot 7C, Albany, KY 42602","Albany, KY 42602",For Sale,19900,,,
42602,"1 Olympus Dr Lot 28, Albany, KY 42602","Albany, KY 42602",For Sale,9500,,,
42602,"8 Eagle Point Dr Lot 8, Albany, KY 42602","Albany, KY 42602",For Sale,139000,,,
42602,"9 Rockhouse Trace Rd Lot 9, Albany, KY 42602","Albany, KY 42602",For Sale,18900,,,
42602,"Highway 558, Albany, KY 42602","Albany, KY 42602",For Sale,349900,,,
42602,"Lot 88 Crescent Subdivision Rdg Lot 88, Albany, KY 42602","Albany, KY 42602",For Sale,9900,,,
42602,"Griffin Trl Lot 74, Albany, KY 42602","Albany, KY 42602",For Sale,21900,,,
42602,"Crescent Subdivision Rdg Lot 45, Albany, KY 42602","Albany, KY 42602",For Sale,32900,,,
42602,"Mckinley Guffey, Albany, KY 42602","Albany, KY 42602",For Sale,69000,,,
42602,"1 Bill Perdue Rd, Albany, KY 42602","Albany, KY 42602",For Sale,39500,,,
42602,"3.67 Ac Hogback Rd, Albany, KY 42602","Albany, KY 42602",For Sale,49900,,,
42602,"38 Rockhouse Trace Rd Lot 38-39, Albany, KY 42602","Albany, KY 42602",For Sale,20000,,,
42602,"Olympus Dr, Albany, KY 42602","Albany, KY 42602",For Sale,29900,,,
42602,"Highway 127 Lot 14, Albany, KY 42602","Albany, KY 42602",For Sale,19000,,,
42602,"Dalton St, Albany, KY 42602","Albany, KY 42602",For Sale,54900,,,
42602,"Highway 127 Lot 17A, Albany, KY 42602","Albany, KY 42602",For Sale,19000,,,
42602,"13.28 Ac Highway 1590, Albany, KY 42602","Albany, KY 42602",For Sale,45000,,,
42602,"Highway 127 Lot 19, Albany, KY 42602","Albany, KY 42602",For Sale,19000,,,
42602,"586 Davis Chapel Rd, Albany, KY 42602","Albany, KY 42602",Pending,299000,3,2,1504
42602,"1 Bill Perdue Rd, Albany, KY 42602","Albany, KY 42602",For Sale,39500,,,
42602,"Highway 558, Albany, KY 42602","Albany, KY 42602",For Sale,349900,,,
42602,"Highway 127 Lot 20, Albany, KY 42602","Albany, KY 42602",For Sale,19000,,,
42602,"Highway 127 Lot 19, Albany, KY 42602","Albany, KY 42602",For Sale,19000,,,
42602,"Highway 127 Lot 17A, Albany, KY 42602","Albany, KY 42602",For Sale,19000,,,
42602,"Highway 127 Lot 14, Albany, KY 42602","Albany, KY 42602",For Sale,19000,,,
42602,"Lettered Oak Rd, Albany, KY 42602","Albany, KY 42602",For Sale,32000,,,
42602,"Lakepointe Subdivision Lot 1B, Albany, KY 42602","Albany, KY 42602",For Sale,39900,,,
42602,"Lot 88 Crescent Subdivision Rdg Lot 88, Albany, KY 42602","Albany, KY 42602",For Sale,9900,,,
42602,"8 Eagle Point Dr Lot 8, Albany, KY 42602","Albany, KY 42602",For Sale,139000,,,
42602,"9 Rockhouse Trace Rd Lot 9, Albany, KY 42602","Albany, KY 42602",For Sale,18900,,,
42602,"12 Eagle Point Dr Lots 12 & 14, Albany, KY 42602","Albany, KY 42602",For Sale,249000,,,
42602,"22 Eagle Point Dr Lot 22 and 23, Albany, KY 42602","Albany, KY 42602",For Sale,79000,,,
42602,"28 Eagle Point Dr Lot 28 and 29, Albany, KY 42602","Albany, KY 42602",For Sale,79000,,,
42602,"26 Eagle Point Dr Lot 26 and 27, Albany, KY 42602","Albany, KY 42602",For Sale,79000,,,
42602,"24 Eagle Point Dr Lot 24 and 25, Albany, KY 42602","Albany, KY 42602",For Sale,79000,,,
42602,"20 Eagle Point Dr Lot 20 and 21, Albany, KY 42602","Albany, KY 42602",For Sale,79000,,,
42602,"19 Eagle Point Dr Lot 19 and 19 1/2, Albany, KY 42602","Albany, KY 42602",For Sale,65000,,,
42602,"17 Eagle Point Dr Lot 17 and 18, Albany, KY 42602","Albany, KY 42602",For Sale,75000,,,
42602,"15 Eagle Point Dr Lot 15 and 16, Albany, KY 42602","Albany, KY 42602",For Sale,99000,,,
42602,"Lakepointe Dr Lot 10B, Albany, KY 42602","Albany, KY 42602",Pending,27900,,,
42602,"Lakepointe Lot 9B, Albany, KY 42602","Albany, KY 42602",Pending,37900,,,
42602,"Griffin Trl Lot 74, Albany, KY 42602","Albany, KY 42602",For Sale,21900,,,
42602,"6 Stone Subdivision Clf Lot 6C, Albany, KY 42602","Albany, KY 42602",For Sale,19900,,,
42602,"7 Stone Subdivision Clf Lot 7C, Albany, KY 42602","Albany, KY 42602",For Sale,19900,,,
42602,"8 Stone Subdivision Clf Lot 8C, Albany, KY 42602","Albany, KY 42602",For Sale,19900,,,
42602,"1 Stone Subdivision Clf Lot 1C, Albany, KY 42602","Albany, KY 42602",For Sale,23900,,,
42602,"5 Stone Subdivision Clf Lot 5C, Albany, KY 42602","Albany, KY 42602",For Sale,24900,,,
42602,"75 Griffin Trl, Albany, KY 42602","Albany, KY 42602",For Sale,50000,,,
42602,"Penny Ln Lot 6, Albany, KY 42602","Albany, KY 42602",For Sale,12000,,,
42602,"Penny Ln Lot 4, Albany, KY 42602","Albany, KY 42602",For Sale,12000,,,
42602,"Penny Ln Lot 3, Albany, KY 42602","Albany, KY 42602",For Sale,12000,,,
42602,"Penny Ln Lot 2, Albany, KY 42602","Albany, KY 42602",For Sale,12000,,,
42602,"Penny Ln Lot 1, Albany, KY 42602","Albany, KY 42602",For Sale,17000,,,
42602,"1 Olympus Dr Lot 28, Albany, KY 42602","Albany, KY 42602",For Sale,9500,,,
42602,"142 Hopkins Cemetary Rd, Albany, KY 42602","Albany, KY 42602",Pending,18000,,,
42602,"49 Griffin Trl, Albany, KY 42602","Albany, KY 42602",For Sale,39900,,,
35950,"838 Dixie Dale Rd, Albertville, AL 35950","Albertville, AL 35950",For Sale,249000,3,2,1400
35950,"404 S Broad St Apt C, Albertville, AL 35950","Albertville, AL 35950",Contingent,149900,2,2,1205
35950,"53 Childmark Dr, Albertville, AL 35950","Albertville, AL 35950",For Sale,260000,3,2,1510
35950,"621 E Alabama Ave # 68, Albertville, AL 35950","Albertville, AL 35950",For Sale,489900,3,2.5,3223
35950,"3054 Whitesville Rd, Albertville, AL 35950","Albertville, AL 35950",For Sale,389500,3,2.5,2330
35950,"305 Baltimore Ave, Albertville, AL 35950","Albertville, AL 35950",For Sale,229500,4,2,3072
35950,"44 Whippoorwill Ln, Albertville, AL 35950","Albertville, AL 35950",For Sale,149800,3,2,1412
35950,"2750 Alabama Highway 205 S, Albertville, AL 35950","Albertville, AL 35950",For Sale,295000,5,1,3718
35950,"616 E Main St, Albertville, AL 35950","Albertville, AL 35950",For Sale,339500,4,3.5,3124
35950,"128 Ivy Park Cir, Albertville, AL 35950","Albertville, AL 35950",For Sale,334900,3,2,2000
35950,"3863 Nixon Chapel Rd, Albertville, AL 35950","Albertville, AL 35950",For Sale,209000,2,2,784
35950,"132 Blair Rd, Albertville, AL 35950","Albertville, AL 35950",For Sale,259000,4,2,1770
35950,"Tract 3 Terrell Rd, Albertville, AL 35950","Albertville, AL 35950",For Sale,575750,,,
35950,"1511 Hickory St, Albertville, AL 35950","Albertville, AL 35950",For Sale,385000,4,2.5,3130
35950,"1306 Dan Ave, Albertville, AL 35950","Albertville, AL 35950",For Sale,389800,4,2.5,2525
35950,"398 Edmonds Rd, Albertville, AL 35950","Albertville, AL 35950",Contingent,88000,2,2,900
35950,"209 Sugar Mill Ln, Albertville, AL 35950","Albertville, AL 35950",Contingent,174900,3,2,1234
35950,"3303 Turnpike Rd, Albertville, AL 35950","Albertville, AL 35950",Contingent,300000,4,2.5,2568
35950,"1306 Fulton St, Albertville, AL 35950","Albertville, AL 35950",Contingent,259900,3,2,1620
35950,"110 Meadowood Ln, Albertville, AL 35950","Albertville, AL 35950",Contingent,219900,4,3.5,2679
35950,"101 Jeffery St, Albertville, AL 35950","Albertville, AL 35950",For Sale,189900,4,2,1896
35950,"412 E Main St, Albertville, AL 35950","Albertville, AL 35950",For Sale,435000,5,3,3928
35950,"409 Sunset Ave, Albertville, AL 35950","Albertville, AL 35950",For Sale,279500,4,3,2779
35950,"1796 Highpoint Rd, Albertville, AL 35950","Albertville, AL 35950",Contingent,165000,3,1,1416
35950,"503 E Main St, Albertville, AL 35950","Albertville, AL 35950",Contingent,349900,3,3,3117
35950,"402 N Edmondson St, Albertville, AL 35950","Albertville, AL 35950",For Sale,240000,3,2,1750
35950,"300 E McCord Ave, Albertville, AL 35950","Albertville, AL 35950",For Sale,259500,4,2,2986
35950,"2593 S Broad St, Albertville, AL 35950","Albertville, AL 35950",Contingent,499000,7,7.5+,6558
35950,"1200 Dan Ave, Albertville, AL 35950","Albertville, AL 35950",Contingent,249900,3,2,1800
35950,"412 Hambrick St S, Albertville, AL 35950","Albertville, AL 35950",Contingent,158900,3,1,1230
35950,"519 E Main St, Albertville, AL 35950","Albertville, AL 35950",For Sale,649900,4,2.5+,4100
35950,"2591 Alabama Highway 205 S, Albertville, AL 35950","Albertville, AL 35950",For Sale,549900,4,2,2200
35950,"122 Ivy Park Cir, Albertville, AL 35950","Albertville, AL 35950",For Sale,334900,3,2,2000
35950,"120 Widgeon Way, Albertville, AL 35950","Albertville, AL 35950",For Sale,25000,,,
35950,"Wallace Ln Lot 1, Albertville, AL 35950","Albertville, AL 35950",For Sale,475000,,,
35950,"574 Lazy Creek Rd, Albertville, AL 35950","Albertville, AL 35950",For Sale,210000,,,
35950,"Martling Rd, Albertville, AL 35950","Albertville, AL 35950",For Sale,540000,,,
35950,"70 Rainbow Cir, Albertville, AL 35950","Albertville, AL 35950",For Sale,19900,,,
35950,"Charleston Ave Lot 1, Albertville, AL 35950","Albertville, AL 35950",For Sale,33500,,,
35950,"16311 Alabama Highway 168, Albertville, AL 35950","Albertville, AL 35950",For Sale,275000,,,
35950,"509 Tahoe Trl Unit AND507, Albertville, AL 35950","Albertville, AL 35950",For Sale,69700,,,
35950,"229 Pointer Dr, Albertville, AL 35950","Albertville, AL 35950",For Sale,25000,,,
35950,"124 Ivy Park Cir, Albertville, AL 35950","Albertville, AL 35950",For Sale,21900,,,
35950,"130 Ivy Park Cir, Albertville, AL 35950","Albertville, AL 35950",For Sale,21900,,,
35950,"126 Ivy Park Cir, Albertville, AL 35950","Albertville, AL 35950",For Sale,21900,,,
35950,"112 Ivy Park Cir, Albertville, AL 35950","Albertville, AL 35950",For Sale,21900,,,
35950,"718 Shasta Dr, Albertville, AL 35950","Albertville, AL 35950",For Sale,65000,,,
35950,"118 Ivy Park Cir, Albertville, AL 35950","Albertville, AL 35950",For Sale,21900,,,
35950,"102 Ivy Park Cir, Albertville, AL 35950","Albertville, AL 35950",For Sale,21900,,,
35950,"Martling Rd, Albertville, AL 35950","Albertville, AL 35950",For Sale,29900,,,
35950,"196 Widgeon Way, Albertville, AL 35950","Albertville, AL 35950",For Sale,25000,,,
35950,"135 Pointer Dr, Albertville, AL 35950","Albertville, AL 35950",For Sale,25000,,,
35950,"Highway 75, Albertville, AL 35950","Albertville, AL 35950",For Sale,259900,,,
35950,"Sutton Cir Lot 5A, Albertville, AL 35950","Albertville, AL 35950",For Sale,169900,,,
35950,"134 Ivy Park Cir, Albertville, AL 35950","Albertville, AL 35950",For Sale,21900,,,
35950,"8915 US Highway 431, Albertville, AL 35950","Albertville, AL 35950",For Sale,1300000,,,
35950,"Apache Dr, Albertville, AL 35950","Albertville, AL 35950",For Sale,19900,,,
35950,"138 Ivy Park Cir, Albertville, AL 35950","Albertville, AL 35950",For Sale,21900,,,
35950,"140 Ivy Park Cir, Albertville, AL 35950","Albertville, AL 35950",For Sale,21900,,,
35950,"136 Ivy Park Cir, Albertville, AL 35950","Albertville, AL 35950",For Sale,21900,,,
35950,"6227B US Highway 431, Albertville, AL 35950","Albertville, AL 35950",For Sale,224500,,,
35950,"101 Pointer Dr, Albertville, AL 35950","Albertville, AL 35950",For Sale,25000,,,
35950,"100 Ivy Park Cir, Albertville, AL 35950","Albertville, AL 35950",For Sale,21900,,,
35950,"144 Ivy Park Cir, Albertville, AL 35950","Albertville, AL 35950",For Sale,21900,,,
35950,"30 Pecan Crossing Dr, Albertville, AL 35950","Albertville, AL 35950",For Sale,14800,,,
35950,"181 Pointer Dr, Albertville, AL 35950","Albertville, AL 35950",For Sale,25000,,,
35950,"3705 Highway 431 Lot 1, Albertville, AL 35950","Albertville, AL 35950",For Sale,600000,,,
35950,"197 Widgeon Way, Albertville, AL 35950","Albertville, AL 35950",For Sale,25000,,,
35950,"19 Parkview Dr, Albertville, AL 35950","Albertville, AL 35950",For Sale,14800,,,
35950,"Apache Dr, Albertville, AL 35950","Albertville, AL 35950",For Sale,19900,,,
35950,"200 Widgeon Way, Albertville, AL 35950","Albertville, AL 35950",For Sale,25000,,,
35950,"177 Widgeon Way, Albertville, AL 35950","Albertville, AL 35950",For Sale,25000,,,
35950,"164 Widgeon Way, Albertville, AL 35950","Albertville, AL 35950",For Sale,25000,,,
35950,"1708 Walnut St, Albertville, AL 35950","Albertville, AL 35950",For Sale,39900,,,
35950,"15 Parkview Dr, Albertville, AL 35950","Albertville, AL 35950",For Sale,14900,,,
35950,"132 Ivy Park Cir, Albertville, AL 35950","Albertville, AL 35950",For Sale,21900,,,
79108,"8200 Western Grove Dr, Amarillo, TX 79108","Amarillo, TX 79108",For Sale,244900,5,3,2128
79108,"7613 Loma Vista Dr, Amarillo, TX 79108","Amarillo, TX 79108",For Sale,149900,3,2,1461
79108,"11300 Bertrand Rd, Amarillo, TX 79108","Amarillo, TX 79108",For Sale,195000,3,2,1858
79108,"16116 FM 2575, Amarillo, TX 79108","Amarillo, TX 79108",Pending,289900,3,2,1743
79108,"2418 Brixton Dr, Amarillo, TX 79108","Amarillo, TX 79108",For Sale,89000,3,2,1680
79108,"Yucca Ave, Amarillo, TX 79108","Amarillo, TX 79108",For Sale,240000,,,
79108,"4818 Morning Dr, Amarillo, TX 79108","Amarillo, TX 79108",For Sale,285900,3,2,1731
79108,"535 W Colorado Ave, Amarillo, TX 79108","Amarillo, TX 79108",For Sale,139000,2,2,1442
79108,"5625 Irwin Rd, Amarillo, TX 79108","Amarillo, TX 79108",For Sale,295000,4,3,2255
79108,"2405 Wapiti Ln, Amarillo, TX 79108","Amarillo, TX 79108",For Sale,129500,3,2,1368
79108,"4863 Dumas Dr, Amarillo, TX 79108","Amarillo, TX 79108",For Sale,25000,,,
79108,"250 W Mobley St, Amarillo, TX 79108","Amarillo, TX 79108",Pending,250000,3,2,2500
79108,"504 506 W Cliffside, Amarillo, TX 79108","Amarillo, TX 79108",For Sale,160000,,,1132
79108,"203 E Hastings Ave, Amarillo, TX 79108","Amarillo, TX 79108",For Sale,249900,4,3,
79108,"1702 Fox Hunt Ave, Amarillo, TX 79108","Amarillo, TX 79108",Pending,265478,3,2,1694
79108,"11501 Aires Dr, Amarillo, TX 79108","Amarillo, TX 79108",For Sale,90000,,,
79108,"110 Renegade Trl, Amarillo, TX 79108","Amarillo, TX 79108",Pending,189000,4,2,1479
79108,"5101 Cord St, Amarillo, TX 79108","Amarillo, TX 79108",Pending,115000,3,2,1056
79108,"8050 Tipton St, Amarillo, TX 79108","Amarillo, TX 79108",Pending,275000,4,2,2155
79108,"4025 N Loop # 335, Amarillo, TX 79108","Amarillo, TX 79108",For Sale,914000,4,2,2235
79108,"112 Rustic Trl, Amarillo, TX 79108","Amarillo, TX 79108",Pending,239900,3,2,1875
79108,"1407 Heidi Ln, Amarillo, TX 79108","Amarillo, TX 79108",For Sale,220000,4,2,2048
79108,"4221 Hilltop Dr, Amarillo, TX 79108","Amarillo, TX 79108",For Sale,195000,3,2.5,1911
79108,"1607 Fox Hunt Ave, Amarillo, TX 79108","Amarillo, TX 79108",For Sale,262443,3,2,1790
79108,"737 E Bonita Ave, Amarillo, TX 79108","Amarillo, TX 79108",Pending,245000,3,2,2270
79108,"7621 Loma Vista Dr, Amarillo, TX 79108","Amarillo, TX 79108",Pending,198000,3,2,1645
79108,"4050 Rose Dr, Amarillo, TX 79108","Amarillo, TX 79108",For Sale,178000,3,2,1396
79108,"1700 Fox Hunt Ave, Amarillo, TX 79108","Amarillo, TX 79108",For Sale,259962,3,2,1584
79108,"Broadway Dr, Amarillo, TX 79108","Amarillo, TX 79108",For Sale,120000,,,
79108,"1601 Fox Hunt Ave, Amarillo, TX 79108","Amarillo, TX 79108",Pending,261950,4,2,1767
79108,"9051-9061 Triangle Dr, Amarillo, TX 79108","Amarillo, TX 79108",For Sale,590000,,,
79108,"Sherrill Dr, Amarillo, TX 79108","Amarillo, TX 79108",For Sale,36000,,,
79108,"Tower Rd, Amarillo, TX 79108","Amarillo, TX 79108",For Sale,75000,,,
79108,"Half Circle Rnch S, Amarillo, TX 79108","Amarillo, TX 79108",For Sale,5380500,,,
79108,"3800 N Parsley Rd, Amarillo, TX 79108","Amarillo, TX 79108",Pending,299900,3,2,1404
79108,"1800 Fox Hunt Ave, Amarillo, TX 79108","Amarillo, TX 79108",For Sale,230976,3,2,1361
79108,"329 Hudson Ave, Amarillo, TX 79108","Amarillo, TX 79108",Pending,210000,3,2,1757
79108,"Fritch Hwy, Amarillo, TX 79108","Amarillo, TX 79108",For Sale,99500,,,
79108,"5218 Slope Dr, Amarillo, TX 79108","Amarillo, TX 79108",For Sale,185000,2,2,1676
79108,"Sh 136, Amarillo, TX 79108","Amarillo, TX 79108",For Sale,125000,,,
79108,"Sh 136, Amarillo, TX 79108","Amarillo, TX 79108",For Sale,54998,,,
79108,"4038 River Rd, Amarillo, TX 79108","Amarillo, TX 79108",Pending,130000,3,2,1202
79108,"N Lakeside, Amarillo, TX 79108","Amarillo, TX 79108",For Sale,399999,,,
79108,"1807 Fox Hollow Ave, Amarillo, TX 79108","Amarillo, TX 79108",Pending,259986,3,2,1722
79108,"2875 N Eastern St, Amarillo, TX 79108","Amarillo, TX 79108",Pending,150000,,,
79108,"4301 Paloma Dr, Amarillo, TX 79108","Amarillo, TX 79108",For Sale,79900,,,
44001,"61 Beech Cliff Dr, Amherst, OH 44001","Amherst, OH 44001",For Sale,455000,4,4.5,4660
44001,"214 Charles St, South Amherst, OH 44001","South Amherst, OH 44001",For Sale,230000,3,2,2035
44001,"Daffodil II Plan, Hampshire Farms CommunityAmherst, OH","Amherst, OH",For Sale,312990,3,2,1636
44001,"Grand Bahama Plan, Eagle Ridge Landing CommunityAmherst, OH","Amherst, OH",For Sale,267990,3,2,1365
44001,"Eden Cay Plan, Eagle Ridge Landing CommunityAmherst, OH","Amherst, OH",For Sale,298990,3,2,1723
44001,"Azalea Plan, Hampshire Farms CommunityAmherst, OH","Amherst, OH",For Sale,284990,3,2,1334
