TysonZip,Address1,Address2,Availability,Price,Beds,Baths,Sqft
67501,"301 E 17th Ave, Hutchinson, KS 67501","Hutchinson, KS 67501",Pending,97500,2,1,1104
67501,"306 E 12th Ave, Hutchinson, KS 67501","Hutchinson, KS 67501",Pending,64000,3,1.5,1533
67501,"317 W 14th Ave, Hutchinson, KS 67501","Hutchinson, KS 67501",Pending,73000,2,1,816
67501,"2900 W 4th Ave, Hutchinson, KS 67501","Hutchinson, KS 67501",Pending,162500,2,1.5,1557
67501,"1007 E 9th Ave, Hutchinson, KS 67501","Hutchinson, KS 67501",Pending,88000,2,1,884
67501,"9913 S Mohawk Rd, Hutchinson, KS 67501","Hutchinson, KS 67501",Pending,165000,3,1.5,1456
67501,"309 W 17th Ave, Hutchinson, KS 67501","Hutchinson, KS 67501",Pending,60000,2,1,720
67501,"8620 S K 14 Hwy, Hutchinson, KS 67501","Hutchinson, KS 67501",Pending,298900,3,2,3576
67501,"714 Cloverdale Dr, Hutchinson, KS 67501","Hutchinson, KS 67501",Pending,155000,3,1,1580
67501,"601 W Avenue A, Hutchinson, KS 67501","Hutchinson, KS 67501",Pending,30000,2,1,988
67501,"938 E Avenue A, Hutchinson, KS 67501","Hutchinson, KS 67501",Pending,89900,2,1,1248
67501,"500 N Augustine St, Hutchinson, KS 67501","Hutchinson, KS 67501",Pending,164900,3,2,1488
67501,"908 N Gregory St, Hutchinson, KS 67501","Hutchinson, KS 67501",Pending,84900,2,1,1200
67501,"1501 N Clydesdale Dr, Hutchinson, KS 67501","Hutchinson, KS 67501",Pending,225000,3,1,2043
