TysonZip,Address1,Address2,Style,Price,Beds,Baths,Sqft
60641,3054 N Kolmar Ave,"Chicago, IL 60641",Apartment,1250,1,1,825
60641,4541-43 W Wellington,"Chicago, IL 60641",Apartment,1200,1,1,700
60641,3015-3025 N Long Ave /5355-5359 W Nelson St,"Chicago, IL 60641",Apartment,1200,1,1,700
60641,4851 W Nelson St Unit 2,"Chicago, IL 60641",Apartment,1475,2,1,1200
60641,5160 W Montrose Ave,"Chicago, IL 60641",Apartment,1275,1,1,750
60641,3145 N Keating Ave Unit 2F,"Chicago, IL 60641",Apartment,1325,2,1,900
60641,3456 N Kedvale Ave Unit 4708-2,"Chicago, IL 60641",Apartment,1150,1,1,750
60641,4300 N Pulaski Rd Unit 1G,"Chicago, IL 60641",Apartment,1150,1,1,750
60641,3456 N Kedvale Ave Unit 3466-1,"Chicago, IL 60641",Apartment,1150,1,1,650
60641,4823 W Addison St,"Chicago, IL 60641",Apartment,1300,1,1,780
60641,4823 W Addison St,"Chicago, IL 60641",Apartment,1325,1,1,780
60641,5225 W Melrose St Unit 1,"Chicago, IL 60641",Apartment,1995,2,1,1500
60641,4821 W Cornelia Ave Apt 1,"Chicago, IL 60641",Apartment,1850,3,1,1000
60641,4819-21 W Cornelia Ave Unit 4821-1,"Chicago, IL 60641",Apartment,1850,3,1,1000
60641,4101 W Berteau Ave Apt 102,"Chicago, IL 60641",Condo,1700,2,1,700
60641,4210 W Belmont Ave Unit 3,"Chicago, IL 60641",Townhome,4725,3,3.5,1950
60641,4230 W Belmont Ave,"Chicago, IL 60641",Townhome,4725,3,3.5,1950
60641,4232 W Belmont Ave Unit 6,"Chicago, IL 60641",Townhome,4725,3,3.5,1950
60641,4350 N Cicero Ave,"Chicago, IL 60641",Apartment,1450,1,1,650
60641,4027 W Melrose St Apt 2N,"Chicago, IL 60641",Apartment,1175,1,1,700
60641,5518 W Barry Ave,"Chicago, IL 60641",Apartment,1095,1,1,
60641,5225 W Melrose St Unit 2,"Chicago, IL 60641",Apartment,2200,3,1,1500
60641,4338 N Milwaukee Ave,"Chicago, IL 60641",Apartment,995,Studio+,1,500
60641,4134 W Addison St Apt 2,"Chicago, IL 60641",Apartment,1550,2,1,850
60641,3318 N Leclaire Ave Unit 1,"Chicago, IL 60641",Apartment,1625,2,1,900
60641,5301 W Newport Ave Unit 1R,"Chicago, IL 60641",Apartment,1450,2,1,750
60641,4017 N Kilbourn Ave Apt 1,"Chicago, IL 60641",Apartment,1750,2,1,1000
60641,5025 W Berenice Ave Unit 2R,"Chicago, IL 60641",Apartment,1550,2,1,750
60641,4819 W Cornelia Ave Unit 1,"Chicago, IL 60641",Apartment,1550,2,1,650
60641,4821 W Cornelia Ave,"Chicago, IL 60641",Apartment,1975,3,1,1100
60641,4101 N Cicero Ave,"Chicago, IL 60641",Apartment,1425,2,1,650
60641,3453 N Lowell Ave Unit 1,"Chicago, IL 60641",Apartment,2500,3,1,1050
60641,5111 W Montrose Ave,"Chicago, IL 60641",Apartment,1450,2,1,650
60641,3453 N Lowell Ave Unit 2,"Chicago, IL 60641",Apartment,2000,3,1,1050
60641,3320 N Leclaire Ave,"Chicago, IL 60641",Apartment,1995,3,1,950
60641,1101 11 W Grace,"Chicago, IL 60641",Apartment,1695,1,1,688
60641,1101 11 W Grace,"Chicago, IL 60641",Apartment,2295,2,1,696
60641,5065 W Pensacola Ave Unit 1,"Chicago, IL 60641",House,1700,2,1,
60641,4354 N Elston Ave Unit 4354-201,"Chicago, IL 60641",Apartment,1000,Studio,1,500
60641,3145 N Keating Ave Unit 2F,"Chicago, IL 60641",Apartment,1325,2,1,900
60641,4819 W Cornelia Ave Unit 1,"Chicago, IL 60641",Apartment,1550,2,1,650
60641,4107 W Melrose St Apt 3,"Chicago, IL 60641",Apartment,1525,2,1,
60641,4027 N Kilbourn Ave Unit Garden,"Chicago, IL 60641",Apartment,1300,Studio,1,900
60641,431428 W Irving Park Rd Unit 4320-3,"Chicago, IL 60641",Apartment,1050,Studio,1,600
60641,4134 W Addison St Apt 2,"Chicago, IL 60641",Apartment,1550,2,1,850
72756,500 N 7th St,"Rogers, AR 72756",Apartment,2400,2,1,952
72756,350 N 14th St,"Rogers, AR 72756",House,1095,2,1,896
72756,346 N 14th St,"Rogers, AR 72756",House,1095,2,1,896
72756,348 N 14th St,"Rogers, AR 72756",House,1095,2,1,896
72756,10460 Kays Ln,"Rogers, AR 72756",House,2000,3,2,2002
72756,1007 N 27th St,"Rogers, AR 72756",House,1900,4,2,1710
72756,8825 Country Club Dr # 8829,"Rogers, AR 72756",Condo,865,2,1,819
72756,3604 Mockingbird Ln,"Rogers, AR 72756",House,2000,4,2,1905
72756,604 N 36th St,"Rogers, AR 72756",Other,1595,3,2,1625
72756,14800 Dutchmans Dr,"Rogers, AR 72756",Other,1595,2,2,1370
72756,1204 N 22nd Pl,"Rogers, AR 72756",House,2000,3,2,1920
72756,101 E Walnut St Ste 213,"Rogers, AR 72756",Condo,1595,1,1,777
72756,15739 Railroad Cut Rd,"Rogers, AR 72756",House,2900,3,2,1408
72756,610 N 6th St,"Rogers, AR 72756",Townhome,2550,3,2.5,1600
72756,14793 Dutchmans Dr,"Rogers, AR 72756",Other,1495,2,2,980
72756,14791 Dutchmans Dr,"Rogers, AR 72756",Other,1495,2,2,980
72756,1203 N 37th St,"Rogers, AR 72756",House,2000,3,2,1742
72756,16698 Cypress Ln,"Rogers, AR 72756",Other,2800,2,2,1440
72756,601 Valley West Dr,"Rogers, AR 72756",House,1800,3,3,2039
72756,574 N 24th St,"Rogers, AR 72756",Apartment,1400,2,2,1400
72756,1603 W Walnut St,"Rogers, AR 72756",Apartment,1019,1,1,654
72756,1603 W Walnut St,"Rogers, AR 72756",Apartment,1164,3,2,1183
72756,3509 W Cedar Cir,"Rogers, AR 72756",Apartment,1025,2,2,1200
45246,11580 Olde Gate Dr,"Cincinnati, OH 45246",Apartment,1205,1,1,900
45246,11580 Olde Gate Dr,"Cincinnati, OH 45246",Apartment,1530,2,2,1100
45246,51 Bishopsgate Dr,"Cincinnati, OH 45246",Apartment,1260,1,1,618
45246,51 Bishopsgate Dr,"Cincinnati, OH 45246",Apartment,1335,2,2,1072
45246,100 Kelly Rd,"Forest Park, OH 45246",Apartment,1185,Studio,1,646
45246,100 Kelly Rd,"Forest Park, OH 45246",Apartment,1900,3,2,1398
45246,1481 Fawnvista Ln,"Cincinnati, OH 45246",House,1990,3,2,1345
45246,320 Glensprings Dr,"Springdale, OH 45246",Apartment,1500,Studio+,1,300
45246,1235 Chesterdale Dr,"Cincinnati, OH 45246",Apartment,1033,1,1,740
45246,1235 Chesterdale Dr,"Cincinnati, OH 45246",Apartment,1422,3,1.5,1160
45246,12000 12160 Lawnview Ave,"Cincinnati, OH 45246",Apartment,1600,2,2,1360
45246,11777 Rose Ln,"Cincinnati, OH 45246",Apartment,900,1,1,660
45246,11777 Rose Ln,"Cincinnati, OH 45246",Apartment,1450,2,2,925
28610,2985 N Oxford St,"Catawba County, NC 28610",Apartment,450,2,2,959
28610,2985 N Oxford St,"Catawba County, NC 28610",Apartment,938,4,2,1284
28610,3018 N Church St,"Claremont, NC 28610",House,1175,2,1,
41001,8670 E Main St,"Alexandria, KY 41001",House,1975,3,2.5,1440
41001,9857 Cedar Cove Ln,"Alexandria, KY 41001",House,2545,4,2.5,2788
39204,1533 Raymond Rd,"Jackson, MS 39204",Apartment,895,1,1,800
39204,1533 Raymond Rd,"Jackson, MS 39204",Apartment,1050,2,2,1135
39204,2010 Chadwick Dr,"Jackson, MS 39204",Apartment,925,1,1,896
39204,2010 Chadwick Dr,"Jackson, MS 39204",Apartment,1250,3,2,1275
39204,2136 East Dr,"Jackson, MS 39204",House,750,2,1,
39204,1621 Wood Glen Dr,"Jackson, MS 39204",House,1025,3,2,1974
39204,245 Shady Cir,"Jackson, MS 39204",House,1025,3,2,1510
39204,1047 Garden Park Dr,"Jackson, MS 39204",House,1045,3,2,1909
39204,2059 Cooperwell Dr Unit B,"Jackson, MS 39204",Condo,927,2,2,
39204,2059 Cooperwell Dr Unit A,"Jackson, MS 39204",Condo,927,2,2,
39204,2050 Castle Hill Dr,"Jackson, MS 39204",House,1125,3,2,1539
39204,1765 Dorgan St,"Jackson, MS 39204",House,1095,3,2,1256
39204,1327 Maria Dr,"Jackson, MS 39204",House,925,3,1,1008
39204,732 Willaneel Dr,"Jackson, MS 39204",House,950,3,1,988
39204,219 Pine Lawn Pl,"Jackson, MS 39204",House,885,2,2,1200
39204,760 Willow St,"Jackson, MS 39204",Apartment,595,1,1,
39204,760 Willow St,"Jackson, MS 39204",Apartment,695,1,1,
39204,1142 Raymond Rd,"Jackson, MS 39204",Apartment,750,1,1,816
39204,1142 Raymond Rd,"Jackson, MS 39204",Apartment,840,2,2,1040
39204,Highway 80 W,"Jackson, MS 39204",Apartment,Contact For Price,1 - 2,1 - 2,480 - 975
39204,1595 W Highland Dr,"Jackson, MS 39204",Apartment,799,1,1,735
39204,1595 W Highland Dr,"Jackson, MS 39204",Apartment,950,2,1,956
39204,2975 McDowell Road Ext,"Jackson, MS 39204",Apartment,700,1,1,596
39204,2975 McDowell Road Ext,"Jackson, MS 39204",Apartment,800,2,1,857
49684,309 W Front St,"Traverse City, MI 49684",Apartment,1191,Studio,1,502
49684,309 W Front St,"Traverse City, MI 49684",Apartment,2800,2,2,1114
49684,12300 S Lovell Ln,"Traverse City, MI 49684",Apartment,1919,1,1,768
49684,12300 S Lovell Ln,"Traverse City, MI 49684",Apartment,2643,2,2,1036
49684,4170 Hearthside Dr,"Traverse City, MI 49684",Apartment,2600,5,3,1975
49684,812 Randolph St Unit Lower,"Traverse City, MI 49684",Condo,1975,2,1,1038
49684,251 E Tenth St,"Traverse City, MI 49684",House,1600,3,1,
49684,203 N Cedar St,"Traverse City, MI 49684",House,1525,1,1,1450
49684,612 2nd St Apt B,"Traverse City, MI 49684",House,1775,1,1,
49684,545 Riverine Dr Apt 304,"Traverse City, MI 49684",House,2175,2,2,950
49684,124 Beech St Apt 203,"Traverse City, MI 49684",House,1295,1,1,507
49684,966 Lake Ridge Dr Unit 18,"Traverse City, MI 49684",House,2950,3,2.5,1454
49684,S West Bayshore Dr,"Traverse City, MI 49684",House,3800,,,
64020,1505 S St Louis St Unit 16,"Concordia, MO 64020",Apartment,1000,3,2,1200
64020,1505 S Saint Louis St Lot 7,"Concordia, MO 64020",Apartment,140,Studio,,
64020,811 S Saint Louis St Apt 1,"Concordia, MO 64020",Apartment,550,1,1,500
47112,2150 Heritage Way NW,"Corydon, IN 47112",Apartment,799,2,1,1050
51501,4141 Rivers Edge Pkwy,"Council Bluffs, IA 51501",Apartment,1135,Studio,1,600
51501,4141 Rivers Edge Pkwy,"Council Bluffs, IA 51501",Apartment,2025,2,2,1248
51501,20 S 41st St,"Council Bluffs, IA 51501",Apartment,1730,Studio,1,459
51501,20 S 41st St,"Council Bluffs, IA 51501",Apartment,1850,2,2,1277
51501,3201 Renner Dr,"Council Bluffs, IA 51501",Apartment,1102,2,1,971
51501,3201 Renner Dr,"Council Bluffs, IA 51501",Apartment,1177,3,2,1144
51501,1315 Avenue I,"Council Bluffs, IA 51501",House,900,2,1,
51501,319 N 34th St,"Council Bluffs, IA 51501",House,1295,2,1,884
51501,118 S 8th St,"Council Bluffs, IA 51501",Apartment,725,2,1,
51501,4506 Chapel Ridge Ln,"Council Bluffs, IA 51501",Apartment,975,1,1,673
51501,4506 Chapel Ridge Ln,"Council Bluffs, IA 51501",Apartment,1050,4,2,1333
51501,326 N 34th St Units 326 & 1,"Council Bluffs, IA 51501",Condo,1595,3,3,1400
51501,600-604 1st Ave,"Council Bluffs, IA 51501",Apartment,875,1,1,960
51501,805 2nd Ave,"Council Bluffs, IA 51501",Apartment,550,Studio+,1,
51501,806 N 34th St,"Council Bluffs, IA 51501",Apartment,735,1,1,598
51501,806 N 34th St,"Council Bluffs, IA 51501",Apartment,1000,2,1,955
30040,2625 Richfield Pl,"Cumming, GA 30040",House,1920,3,2.5,1528
30040,3732 Humber Ct,"Cumming, GA 30040",House,2230,3,2.5,1972
30040,2755 Mayfair Dr,"Cumming, GA 30040",House,2260,3,2.5,1988
30040,6190 Ivey Springs Chase,"Cumming, GA 30040",House,2890,3,2.5,2450
30040,5540 Carrington Pl,"Cumming, GA 30040",House,2415,3,2.5,2128
30040,3140 Englewood Dr,"Cumming, GA 30040",House,2305,3,2,2135
30040,2685 Hammond Dr,"Cumming, GA 30040",House,2830,4,4,2954
30040,2980 Whittier Way,"Cumming, GA 30040",House,2385,4,4,2422
30040,1004 Tribble Gap Rd Apt 5A,"Cumming, GA 30040",House,1385,2,1,
30040,3714 Humber Ct,"Cumming, GA 30040",House,2455,4,2.5,2370
30040,3120 Centerglen Ln,"Cumming, GA 30040",House,2800,4,2.5,2756
30040,3305 Hutchinson Rd Apt 4104,"Cumming, GA 30040",Apartment,1630,1,1,1075
30040,3305 Hutchinson Rd Apt 17104,"Cumming, GA 30040",Apartment,1692,1,1,1075
30040,1755 Fox Hill Ln,"Cumming, GA 30040",House,3250,5,4,2809
30040,6180 Turfway Dr,"Cumming, GA 30040",House,3000,4,2.5,2238
30040,4430 Evandale Way,"Cumming, GA 30040",House,3430,5,4,4144
30040,1445 Dahlia Dr,"Cumming, GA 30040",House,3200,5,5,3467
30040,3940 Oxford Park Ln,"Cumming, GA 30040",House,2900,4,3.5,2500
30040,5755 Rialto Way,"Cumming, GA 30040",House,2450,5,3.5,2997
30040,5755 Weddington Dr,"Cumming, GA 30040",House,2450,3,2.5,2103
30040,5415 Falls Landing Dr,"Cumming, GA 30040",House,2285,3,3,1791
30040,3326 Castleberry Village Dr,"Cumming, GA 30040",Townhome,2400,3,2.5,2178
30040,1455 Parkside Village Dr,"Cumming, GA 30040",House,3000,4,3.5,2838
30040,5920 Crestwick Way,"Cumming, GA 30040",House,2675,4,2.5,1988
30040,3565 Rosewicke Dr,"Cumming, GA 30040",House,2385,3,2,2167
30040,6980 Rocking Horse Ln,"Cumming, GA 30040",House,3250,5,4,3706
30040,5217 Sherwood Way,"Cumming, GA 30040",Townhome,2145,3,2.5,1856
30040,7225 Walnut Mill Lndg,"Cumming, GA 30040",House,2300,3,2.5,1755
30040,6170 Shiloh Woods Dr,"Cumming, GA 30040",Townhome,2400,3,2.5,1873
30040,6015 Falls Landing Dr,"Cumming, GA 30040",House,2550,4,2.5,2448
30040,4045 Brookview Dr,"Cumming, GA 30040",House,3865,4,3.5,3043
30040,5850 Sterling Ct,"Cumming, GA 30040",House,2600,4,2.5,1806
30040,6145 Falls Landing Dr,"Cumming, GA 30040",House,2550,4,2.5,2463
30040,5860 White Creek Run,"Cumming, GA 30040",House,2825,4,3.5,3180
30040,5805 Rialto Way,"Cumming, GA 30040",House,2600,4,2.5,3008
30040,6325 Whirlaway Dr,"Cumming, GA 30040",House,2475,4,2.5,2235
30040,2920 Centerglen Ln,"Cumming, GA 30040",House,2450,4,2.5,2714
30040,1440 Independence Trl,"Cumming, GA 30040",House,2700,4,2.5,2840
30040,5035 Chase Ln,"Cumming, GA 30040",House,3350,4,3,2931
30040,7270 Wyngate Dr,"Cumming, GA 30040",House,2695,4,2.5,2510
30040,3383 Castleberry Village Cir,"Cumming, GA 30040",Townhome,2175,3,2.5,1780
30040,125 Tribble Gap Rd,"Cumming, GA 30040",Condo,1800,2,2,1400
30040,2815 Dahlonega Hwy,"Cumming, GA 30040",Other,1500,3,2,1456
30040,3305 Hutchinson Rd Apt 21104,"Cumming, GA 30040",Apartment,2209,2,2,1301
30040,3305 Hutchinson Rd Apt 21102,"Cumming, GA 30040",Apartment,2216,2,2,1301
30040,3305 Hutchinson Rd Apt 11103,"Cumming, GA 30040",Apartment,2216,2,2,1301
30040,5780 Palmtree Pass,"Cumming, GA 30040",House,2950,5,3,2970
30040,7110 Dressage Way,"Cumming, GA 30040",House,3995,6,3.5,4092
30040,4885 Hanson Farms Ln,"Cumming, GA 30040",House,3699,5,3,3780
30040,5760 Palmtree Pass,"Cumming, GA 30040",House,3990,5,4,3413
30040,1004 Tribble Gap Rd,"Cumming, GA 30040",Apartment,1425,2,1,
30040,4835 Edgemoore Trce,"Cumming, GA 30040",House,3990,5,4,3317
30040,2635 Conley Dr,"Cumming, GA 30040",House,2165,4,2,1849
30040,3842 Holliwell Pass,"Cumming, GA 30040",House,2400,4,2.5,2360
30040,3724 Portico Ln,"Cumming, GA 30040",Townhome,2200,4,2.5,1750
30040,1006 Tribble Gap Rd,"Cumming, GA 30040",Apartment,1000,1,1,613
30040,1006 Tribble Gap Rd,"Cumming, GA 30040",Apartment,1600,3,2,1346
30040,4235 Idlewood Dr,"Cumming, GA 30040",House,3000,5,3,3274
30040,1400 Pilgrim Mill Rd,"Cumming, GA 30040",Apartment,1475,2,2,860
30040,3520 Wiltshire Way,"Cumming, GA 30040",House,2800,5,4.5,3100
30040,4825 Nantucket Trce,"Cumming, GA 30040",House,3675,5,4,3142
30040,309 Pirkle Ferry Rd Ste D200,"Cumming, GA 30040",Condo,1400,,1,1140
30040,3120 Englewood Dr,"Cumming, GA 30040",House,2295,3,2.5,1806
30040,3945 Elder Field Ln,"Cumming, GA 30040",House,2195,4,2,2046
30040,3305 Hutchinson Rd Apt 18202,"Cumming, GA 30040",Apartment,1666,1,1,1075
30040,6265 Whirlaway Dr,"Cumming, GA 30040",House,2700,4,2.5,2007
30040,2890 Centerglen Ln,"Cumming, GA 30040",House,3380,5,3,2990
68731,1520 Atokad Dr,"South Sioux City, NE 68776",Apartment,1199,2,2,1056
68731,1520 Atokad Dr,"South Sioux City, NE 68776",Apartment,1249,3,2,1140
75237,3900 Investor Dr,"Dallas, TX 75237",Condo/Townhome,1078,1,1,614
75237,3900 Investor Dr,"Dallas, TX 75237",Condo/Townhome,1672,3,2,1086
75237,7575 S Westmoreland Rd,"Dallas, TX 75237",Apartment,1005,1,1,582
75237,7575 S Westmoreland Rd,"Dallas, TX 75237",Apartment,1495,3,2,1185
75237,4311 Woodhollow Dr,"Dallas, TX 75237",Apartment,1016,1,1,550
75237,4311 Woodhollow Dr,"Dallas, TX 75237",Apartment,1473,3,2,1365
75237,7550 S Westmoreland Rd,"Dallas, TX 75237",Apartment,936,Studio,1,509
75237,7550 S Westmoreland Rd,"Dallas, TX 75237",Apartment,1505,2,2,1020
75237,2765 Meadow Gate Ln,"Dallas, TX 75237",Other,1595,3,2,1385
75237,5959 Watership Ln,"Dallas, TX 75237",Apartment,1097,1,1,542
75237,5959 Watership Ln,"Dallas, TX 75237",Apartment,1527,2,2,974
75237,2875 Bronco Dr,"Dallas, TX 75237",House,2325,4,2,1587
75237,2437 Club Manor Dr,"Dallas, TX 75237",House,2070,3,2,1632
75237,7310 Marvin D Love Fwy,"Dallas, TX 75237",Apartment,1009,1,1,519
75237,7310 Marvin D Love Fwy,"Dallas, TX 75237",Apartment,1405,3,2,1130
75237,4060 Preferred Pl,"Dallas, TX 75237",Apartment,1095,1,1,661
75237,4060 Preferred Pl,"Dallas, TX 75237",Apartment,1370,2,2,913
75237,8501 Old Hickory Trl,"Dallas, TX 75237",Apartment,1394,2,2,960
75237,8501 Old Hickory Trl,"Dallas, TX 75237",Apartment,1612,3,2,1120
75237,3801 Gannon Ln,"Dallas, TX 75237",Condo/Townhome,860,Studio,1,403
75237,3801 Gannon Ln,"Dallas, TX 75237",Condo/Townhome,1170,2,2,835
75237,6010 S Westmoreland Rd,"Dallas, TX 75237",Apartment,1318,1,1,621
75237,6010 S Westmoreland Rd,"Dallas, TX 75237",Apartment,1783,2,2,1164
75237,3636 W Red Bird Ln,"Dallas, TX 75237",Condo/Townhome,1336,1,1,700
75237,3636 W Red Bird Ln,"Dallas, TX 75237",Condo/Townhome,1534,2,2,932
75237,7272 Marvin D Love Fwy,"Dallas, TX 75237",Apartment,850,1,1,558
75237,7272 Marvin D Love Fwy,"Dallas, TX 75237",Apartment,1505,3,2,1116
24586,1380 Old Quarry Rd Apt 1,"Ringgold, VA 24586",Apartment,700,2,1,
24586,1380 Old Quarry Rd Unit 10,"Ringgold, VA 24586",Apartment,700,2,1,
72834,1204 S Frankfort Ave,"Russellville, AR 72801",Apartment,575,2,1,
72834,601 S Independence Ave,"Russellville, AR 72801",House,1250,3,2,1428
72834,104 W 14th St,"Russellville, AR 72801",House,1200,3,1.5,
72834,1109 S Oswego Ave,"Russellville, AR 72801",House,1075,3,2,
63841,228 E Market St Unit 107,"Dexter, MO 63841",Apartment,850,1,1,400
63841,703 Sycamore Rd,"Dexter, MO 63841",Apartment,595,1,1,800
63841,703 Sycamore Rd,"Dexter, MO 63841",Apartment,615,2,1,800
63841,Brooke Vlg,"Dexter, MO 63841",Apartment,725,1,1,800
63841,Brooke Vlg,"Dexter, MO 63841",Apartment,850,2,1,800
63841,Brooke Village Lyndel Ct,"Dexter, MO 63841",Apartment,750,2,1,1100
63841,11925 S 2 Mile Rd,"Dexter, MO 63841",Apartment,695,2,1,896
29640,601 S 5th St,"Easley, SC 29640",Apartment,1305,1,1,569
29640,601 S 5th St,"Easley, SC 29640",Apartment,1960,3,2,2099
29640,130 Perry Bend Cir,"Easley, SC 29640",Apartment,1286,1,1,864
29640,130 Perry Bend Cir,"Easley, SC 29640",Apartment,1773,3,2,1444
29640,113 S 7th St,"Easley, SC 29640",House,1000,2,1,1116
29640,101 Bishop Dr,"Easley, SC 29640",House,1650,3,2,1500
29640,98 Linwood St,"Easley, SC 29640",House,1660,3,2,1303
29640,260 Hasting Cir,"Easley, SC 29640",House,1399,3,1.5,1066
29640,247 E Compass Way,"Easley, SC 29640",Townhome,1600,3,2.5,
29640,93 Preston St,"Easley, SC 29640",House,2400,3,2.5,
29640,3657 Farrs Bridge Rd Unit B,"Easley, SC 29640",Condo,1195,2,1,900
29640,3657 Farrs Bridge Rd Unit A,"Easley, SC 29640",Condo,1195,2,1,900
29640,3653 Farrs Bridge Rd Unit A,"Easley, SC 29640",Condo,1195,2,1,900
29640,3653 Farrs Bridge Rd Unit B,"Easley, SC 29640",Condo,1195,2,1,900
29640,309 E Compass Way,"Easley, SC 29640",Townhome,1649,3,2.5,1729
29640,319 E Compass Way,"Easley, SC 29640",Townhome,1649,3,2.5,1729
29640,301 E Compass Way,"Easley, SC 29640",Townhome,1649,3,2.5,1729
29640,298 E Compass Way,"Easley, SC 29640",Townhome,1649,3,2.5,1729
29640,312 E Compass Way,"Easley, SC 29640",Townhome,1649,3,2.5,1729
29640,308 E Compass Way,"Easley, SC 29640",Townhome,1649,3,2.5,1729
29640,299 E Compass Way,"Easley, SC 29640",Townhome,1649,3,2.5,1729
29640,306 E Compass Way,"Easley, SC 29640",Townhome,1649,3,2.5,1729
29640,318 E Compass Way,"Easley, SC 29640",Townhome,1649,3,2.5,1729
29640,303 E Compass Way,"Easley, SC 29640",Townhome,1649,3,2.5,1729
29640,296 E Compass Way,"Easley, SC 29640",Townhome,1649,3,2.5,1729
29640,293 E Compass Way,"Easley, SC 29640",Townhome,1649,3,2.5,1729
29640,313 E Compass Way,"Easley, SC 29640",Townhome,1649,3,2.5,
29640,121 Danway Ct,"Easley, SC 29640",Other,1495,3,2,1400
29640,500 Grigsby Ave Apt 31,"Easley, SC 29640",Townhome,895,2,1,900
29640,607 N 2nd St,"Easley, SC 29640",House,975,2,1,850
66801,3601 W 18th Ave,"Emporia, KS 66801",Apartment,870,1,1,674
66801,3601 W 18th Ave,"Emporia, KS 66801",Apartment,986,4,2,1569
66801,1533 Merchant St,"Emporia, KS 66801",Apartment,400,Studio,1,390
66801,1533 Merchant St,"Emporia, KS 66801",Apartment,500,1,1,585
66801,909 Constitution St,"Emporia, KS 66801",Apartment,500,2,1,
66801,1931 W 24th St,"Emporia, KS 66801",Apartment,475,Studio,1,580
66801,1931 W 24th St,"Emporia, KS 66801",Apartment,1500,3,3,2500
66801,736 E 12th Ave,"Emporia, KS 66801",Apartment,415,Studio,1,350
66801,736 E 12th Ave,"Emporia, KS 66801",Apartment,675,4,1,1082
66801,2935 W 24th Ave,"Emporia, KS 66801",Apartment,595,1,1,702
66801,2935 W 24th Ave,"Emporia, KS 66801",Apartment,795,2,2,1050
66801,110 W 6th Ave,"Emporia, KS 66801",Apartment,455,Studio,1,430
66801,110 W 6th Ave,"Emporia, KS 66801",Apartment,563,1,1,650
66801,605 Valley Dr,"Emporia, KS 66801",Apartment,500,2,2,
66801,916 State St,"Emporia, KS 66801",Apartment,500,1,1,670
66801,1201 Triplett Dr,"Emporia, KS 66801",Apartment,551,1,1,495
66801,1201 Triplett Dr,"Emporia, KS 66801",Apartment,638,2,1,695
72901,802 S 25th St,"Fort Smith, AR 72901",Apartment,675,1,1,716
72901,2322 S I St,"Fort Smith, AR 72901",Apartment,675,1,1,689
72901,4801 S 31st St,"Fort Smith, AR 72901",Apartment,795,2,1,700
72901,1700 Utica St,"Fort Smith, AR 72901",House,1200,3,1,
72901,1220 N D St,"Fort Smith, AR 72901",House,550,1,1,726
72901,423 S 18th St Unit B,"Fort Smith, AR 72901",House,1000,2,2,900
72901,411 S 18th St Unit B,"Fort Smith, AR 72901",House,1000,2,2,900
72901,1608 S P St Unit B,"Fort Smith, AR 72901",House,975,2,2,875
72901,419 S 18th St Unit A,"Fort Smith, AR 72901",House,1000,2,2,900
72901,2705 Jenny Lind Rd,"Fort Smith, AR 72901",House,875,2,1,952
72901,1512 S 11th St,"Fort Smith, AR 72901",House,1095,2,1,975
72901,210 N 20th St Apt A,"Fort Smith, AR 72901",Condo,550,1,1,
72901,2406 S O St,"Fort Smith, AR 72901",House,800,2,1,1100
72901,5019B S 28th St,"Fort Smith, AR 72901",House,900,2,1,994
72901,1604 S 25th St,"Fort Smith, AR 72901",House,930,2,1,1170
72901,5104 S 24th St,"Fort Smith, AR 72901",House,1495,3,1,1173
72901,605 S 22nd St,"Fort Smith, AR 72901",House,1295,3,1,1120
72901,910 S 19th St Apt A,"Fort Smith, AR 72901",Condo,550,2,1,
72901,2104 Savannah St # 1,"Fort Smith, AR 72901",Condo,850,2,1,
72901,908 S 19th St Apt A,"Fort Smith, AR 72901",Condo,600,3,1.5,
72901,N 18th,"Fort Smith, AR 72901",Apartment,560,,1,
72901,2014 N E St,"Fort Smith, AR 72901",House,1095,2,1,924
72901,1915 S U St # A,"Fort Smith, AR 72901",Condo,1050,2,2,900
72901,2111-2122 N 13th St,"Fort Smith, AR 72901",Apartment,675,1,1,
72901,1007-1025 S 25th St,"Fort Smith, AR 72901",Apartment,650,2,1,
72901,1411 Rogers Ave,"Fort Smith, AR 72901",Apartment,Contact For Price,Studio - 2,1,440 - 645
72901,3109 S 14th St,"Fort Smith, AR 72901",Apartment,495,1,1,
72901,1904G N St Ft,"Fort Smith, AR 72901",Apartment,640,1,1,
72901,2801 Vicksburg St,"Fort Smith, AR 72901",Apartment,595,1,1,
72901,O St,"Fort Smith, AR 72901",Apartment,625,2,1,850
72901,500/500 5/502/502 # 5,"Fort Smith, AR 72901",Apartment,425,1,1,638
72901,500/500 5/502/502 # 5,"Fort Smith, AR 72901",Apartment,450,1,1,638
72901,N 15th St,"Fort Smith, AR 72901",Apartment,500,2,1,
72901,1601 S Fresno St,"Fort Smith, AR 72901",Apartment,535,1,1,700
72901,18 Hiland Dr Unit 18HILANDDRIVE,"Fort Smith, AR 72901",Duplex/Triplex,1100,3,2,820
72901,1402-1404 Atlanta St,"Fort Smith, AR 72901",Apartment,650,2,1,
72901,1511 Boston St,"Fort Smith, AR 72901",Apartment,725,2,1,825
72901,1617/1617 5 South 23rd,"Fort Smith, AR 72901",Apartment,475,1,1,
72901,1615-1701 Osage St,"Fort Smith, AR 72901",Apartment,800,2,1,
72901,1711 Jackson St,"Fort Smith, AR 72901",Townhome,875,2,2,1010
