TysonZip,Address1,Address2,Style,Price,Beds,Baths,Sqft,City,State,Zip,lat,lng,county_fips,county_name
42101,271 Spring Creek Ave Apt C,"Bowling Green, KY 42101",Apartment,1100.0,2.0,2.0,969.0,Bowling Green,KY,42101,37.06552,-86.47809,21227,Warren
42101,271 Spring Creek Ave Apt B,"Bowling Green, KY 42101",Apartment,1250.0,2.0,2.0,1214.0,Bowling Green,KY,42101,37.06552,-86.47809,21227,Warren
42101,6068 Louisville Rd Apt 56,"Bowling Green, KY 42101",Apartment,985.0,2.0,2.0,1052.0,Bowling Green,KY,42101,37.06552,-86.47809,21227,Warren
42101,271 Spring Creek Ave Apt C,"Bowling Green, KY 42101",Apartment,1100.0,2.0,2.0,969.0,Bowling Green,KY,42101,37.06552,-86.47809,21227,Warren
42101,6068 Louisville Rd Apt 50,"Bowling Green, KY 42101",Apartment,985.0,2.0,2.0,1052.0,Bowling Green,KY,42101,37.06552,-86.47809,21227,Warren
42101,2363 Foxridge Ct Apt 1021,"Bowling Green, KY 42101",Apartment,1025.0,2.0,2.0,977.0,Bowling Green,KY,42101,37.06552,-86.47809,21227,Warren
42101,271 Spring Creek Ave Apt D,"Bowling Green, KY 42101",Apartment,1100.0,2.0,2.0,969.0,Bowling Green,KY,42101,37.06552,-86.47809,21227,Warren
42101,210 Creekwood Ave Apt B,"Bowling Green, KY 42101",Apartment,1250.0,2.0,2.0,1214.0,Bowling Green,KY,42101,37.06552,-86.47809,21227,Warren
42101,2363 Foxridge Ct Apt 321,"Bowling Green, KY 42101",Apartment,1025.0,2.0,2.0,977.0,Bowling Green,KY,42101,37.06552,-86.47809,21227,Warren
42101,5002 Worth Way,"Bowling Green, KY 42101",Apartment,750.0,1.0,1.0,633.0,Bowling Green,KY,42101,37.06552,-86.47809,21227,Warren
