TysonZip,Address1,Address2,Availability,Price,Beds,Baths,Sqft,City,State,Zip,lat,lng,county_fips,county_name
73701,"527 Okarche, Enid, OK 73701","Enid, OK 73701",For Sale,389900.0,4.0,3.5,3039.0,Enid,OK,73701,36.42323,-97.78833,40047,Garfield
73701,"3216 Dwelle Dr, Enid, OK 73701","Enid, OK 73701",Pending,137900.0,3.0,2.0,1192.0,Enid,OK,73701,36.42323,-97.78833,40047,Garfield
73701,"802 Bunny Trl, Enid, OK 73701","Enid, OK 73701",For Sale,229900.0,3.0,2.0,1501.0,Enid,OK,73701,36.42323,-97.78833,40047,Garfield
73701,"516 E State Ave, Enid, OK 73701","Enid, OK 73701",For Sale,55000.0,2.0,1.0,1008.0,Enid,OK,73701,36.42323,-97.78833,40047,Garfield
73701,"117 N Grand St, Enid, OK 73701","Enid, OK 73701",For Sale,895000.0,3.0,5.5,7500.0,Enid,OK,73701,36.42323,-97.78833,40047,Garfield
73701,"572 N 10th St, Enid, OK 73701","Enid, OK 73701",For Sale,54000.0,2.0,1.0,1163.0,Enid,OK,73701,36.42323,-97.78833,40047,Garfield
73701,"1323 E Maine Ave, Enid, OK 73701","Enid, OK 73701",For Sale,30000.0,2.0,1.0,696.0,Enid,OK,73701,36.42323,-97.78833,40047,Garfield
73701,"2017 E Broadway Ave, Enid, OK 73701","Enid, OK 73701",For Sale,102000.0,8.0,3.0,2111.0,Enid,OK,73701,36.42323,-97.78833,40047,Garfield
73701,"821 Bunny Trl, Enid, OK 73701","Enid, OK 73701",Pending,209900.0,3.0,2.0,1440.0,Enid,OK,73701,36.42323,-97.78833,40047,Garfield
73701,"2009 E Ash Ave, Enid, OK 73701","Enid, OK 73701",For Sale,37500.0,2.0,1.0,696.0,Enid,OK,73701,36.42323,-97.78833,40047,Garfield
73701,"2701 Wildoak Cir, Enid, OK 73701","Enid, OK 73701",Pending,89000.0,3.0,1.0,993.0,Enid,OK,73701,36.42323,-97.78833,40047,Garfield
73701,"729 N 6th St, Enid, OK 73701","Enid, OK 73701",For Sale,56000.0,2.0,1.0,978.0,Enid,OK,73701,36.42323,-97.78833,40047,Garfield
73701,"1705 E Birch Ave, Enid, OK 73701","Enid, OK 73701",For Sale,69000.0,2.0,1.0,720.0,Enid,OK,73701,36.42323,-97.78833,40047,Garfield
73701,"421 Bryan Dr, Enid, OK 73701","Enid, OK 73701",Pending,529900.0,5.0,4.5,3585.0,Enid,OK,73701,36.42323,-97.78833,40047,Garfield
73701,"1606 E Randolph Ave, Enid, OK 73701","Enid, OK 73701",For Sale,88000.0,3.0,1.0,1201.0,Enid,OK,73701,36.42323,-97.78833,40047,Garfield
73701,"1810 E Cherokee Ave, Enid, OK 73701","Enid, OK 73701",For Sale,49999.0,2.0,1.0,1048.0,Enid,OK,73701,36.42323,-97.78833,40047,Garfield
73701,"2710 Wildoak Cir, Enid, OK 73701","Enid, OK 73701",Pending,84900.0,2.0,1.0,916.0,Enid,OK,73701,36.42323,-97.78833,40047,Garfield
