TysonZip,Address1,Address2,Availability,Price,Beds,Baths,Sqft,City,State,Zip,lat,lng,county_fips,county_name
74728,"72 Sycamore Springs Ln, Broken Bow, OK 74728","Broken Bow, OK 74728",For Sale,599000.0,1.0,1.0,1025.0,Broken Bow,OK,74728,34.15411,-94.81959,40089,McCurtain
74728,"Trc 21, Broken Bow, OK 74728","Broken Bow, OK 74728",Pending,450000.0,1.0,1.0,1024.0,Broken Bow,OK,74728,34.15411,-94.81959,40089,McCurtain
74728,"36 Bear Cedar Trl, Broken Bow, OK 74728","Broken Bow, OK 74728",Pending,875000.0,2.0,3.0,1916.0,Broken Bow,OK,74728,34.15411,-94.81959,40089,McCurtain
31730,"140 Vann Dr, Camilla, GA 31730","Camilla, GA 31730",For Sale,309900.0,5.0,4.0,3700.0,Camilla,GA,31730,31.20749,-84.28438,13205,Mitchell
31730,"3834 Plantation Ln, Camilla, GA 31730","Camilla, GA 31730",For Sale,389900.0,4.0,3.5,2887.0,Camilla,GA,31730,31.20749,-84.28438,13205,Mitchell
31730,"110 Dogwood Rd, Camilla, GA 31730","Camilla, GA 31730",For Sale,164900.0,3.0,2.5,1680.0,Camilla,GA,31730,31.20749,-84.28438,13205,Mitchell
31730,"148 S Scott St, Camilla, GA 31730","Camilla, GA 31730",For Sale,169900.0,3.0,2.0,1576.0,Camilla,GA,31730,31.20749,-84.28438,13205,Mitchell
31730,"53 E Morgan St, Camilla, GA 31730","Camilla, GA 31730",For Sale,47900.0,3.0,2.0,1742.0,Camilla,GA,31730,31.20749,-84.28438,13205,Mitchell
31730,"143 Fuller St, Camilla, GA 31730","Camilla, GA 31730",For Sale,269900.0,4.0,3.0,3036.0,Camilla,GA,31730,31.20749,-84.28438,13205,Mitchell
31730,"261 S Boulevard St, Camilla, GA 31730","Camilla, GA 31730",Pending,370000.0,5.0,4.0,3096.0,Camilla,GA,31730,31.20749,-84.28438,13205,Mitchell
31730,"2850 Highway 37, Camilla, GA 31730","Camilla, GA 31730",For Sale,375000.0,4.0,2.0,2702.0,Camilla,GA,31730,31.20749,-84.28438,13205,Mitchell
31730,"49 E Thompson St, Camilla, GA 31730","Camilla, GA 31730",For Sale,74900.0,3.0,2.0,1600.0,Camilla,GA,31730,31.20749,-84.28438,13205,Mitchell
31730,"2780 Ga Sr 37, Camilla, GA 31730","Camilla, GA 31730",For Sale,950000.0,5.0,4.5,5200.0,Camilla,GA,31730,31.20749,-84.28438,13205,Mitchell
31730,"12101 County Line Rd, Camilla, GA 31730","Camilla, GA 31730",For Sale,274900.0,3.0,2.0,2289.0,Camilla,GA,31730,31.20749,-84.28438,13205,Mitchell
31730,"3766 Plantation Ln, Camilla, GA 31730","Camilla, GA 31730",For Sale,339900.0,3.0,2.0,2649.0,Camilla,GA,31730,31.20749,-84.28438,13205,Mitchell
31730,"4558 Friendship Rd, Camilla, GA 31730","Camilla, GA 31730",For Sale,649900.0,3.0,3.0,2100.0,Camilla,GA,31730,31.20749,-84.28438,13205,Mitchell
31730,"64 Scott St, Camilla, GA 31730","Camilla, GA 31730",For Sale,69900.0,3.0,1.0,1598.0,Camilla,GA,31730,31.20749,-84.28438,13205,Mitchell
31730,"211 S Scott St, Camilla, GA 31730","Camilla, GA 31730",Pending,69900.0,3.0,2.0,1458.0,Camilla,GA,31730,31.20749,-84.28438,13205,Mitchell
31730,"196 Macdonald St, Camilla, GA 31730","Camilla, GA 31730",For Sale,69900.0,3.0,2.0,1504.0,Camilla,GA,31730,31.20749,-84.28438,13205,Mitchell
31730,"64 Scott St S, Camilla, GA 31730","Camilla, GA 31730",For Sale,69900.0,3.0,1.0,1598.0,Camilla,GA,31730,31.20749,-84.28438,13205,Mitchell
31730,"2989 Old Pelham Rd, Camilla, GA 31730","Camilla, GA 31730",For Sale,495000.0,3.0,2.0,2673.0,Camilla,GA,31730,31.20749,-84.28438,13205,Mitchell
31730,"361 Laurel Ln, Camilla, GA 31730","Camilla, GA 31730",For Sale,89900.0,4.0,1.0,1442.0,Camilla,GA,31730,31.20749,-84.28438,13205,Mitchell
31730,"199 Macdonald St, Camilla, GA 31730","Camilla, GA 31730",For Sale,54900.0,3.0,1.0,1039.0,Camilla,GA,31730,31.20749,-84.28438,13205,Mitchell
31730,"374 S Harney St, Camilla, GA 31730","Camilla, GA 31730",Pending,279900.0,6.0,3.0,2873.0,Camilla,GA,31730,31.20749,-84.28438,13205,Mitchell
75633,"303 County Road 459, Carthage, TX 75633","Carthage, TX 75633",For Sale,180000.0,4.0,2.0,1568.0,Carthage,TX,75633,32.12788,-94.28109,48365,Panola
75633,"312 Cottage Rd, Carthage, TX 75633","Carthage, TX 75633",Contingent,159000.0,3.0,2.0,1968.0,Carthage,TX,75633,32.12788,-94.28109,48365,Panola
75633,"1130 Oakwood St, Carthage, TX 75633","Carthage, TX 75633",For Sale,259000.0,4.0,2.0,1875.0,Carthage,TX,75633,32.12788,-94.28109,48365,Panola
75633,"211 N Browning St, Carthage, TX 75633","Carthage, TX 75633",For Sale,235000.0,4.0,2.0,1989.0,Carthage,TX,75633,32.12788,-94.28109,48365,Panola
75633,"3722 State Highway 315, Carthage, TX 75633","Carthage, TX 75633",For Sale,80000.0,2.0,1.0,1152.0,Carthage,TX,75633,32.12788,-94.28109,48365,Panola
75633,"4663 FM 31 S, Carthage, TX 75633","Carthage, TX 75633",For Sale,249900.0,3.0,2.0,1825.0,Carthage,TX,75633,32.12788,-94.28109,48365,Panola
75633,"142 County Road 3051, Carthage, TX 75633","Carthage, TX 75633",Contingent,187500.0,3.0,2.0,1680.0,Carthage,TX,75633,32.12788,-94.28109,48365,Panola
75633,"1015 W Holland St, Carthage, TX 75633","Carthage, TX 75633",Foreclosure,96500.0,4.0,1.5,1877.0,Carthage,TX,75633,32.12788,-94.28109,48365,Panola
75633,"123 Cottage Rd, Carthage, TX 75633","Carthage, TX 75633",For Sale,159000.0,3.0,2.0,1579.0,Carthage,TX,75633,32.12788,-94.28109,48365,Panola
75633,"316 N Browning St, Carthage, TX 75633","Carthage, TX 75633",For Sale,147900.0,2.0,1.0,832.0,Carthage,TX,75633,32.12788,-94.28109,48365,Panola
75633,"1664 Highway 59 S, Carthage, TX 75633","Carthage, TX 75633",For Sale,177999.0,3.0,2.0,2468.0,Carthage,TX,75633,32.12788,-94.28109,48365,Panola
75633,"515 Park Pl, Carthage, TX 75633","Carthage, TX 75633",For Sale,269900.0,3.0,2.0,1554.0,Carthage,TX,75633,32.12788,-94.28109,48365,Panola
75633,"717 Ray St, Carthage, TX 75633","Carthage, TX 75633",For Sale,190000.0,4.0,3.0,2345.0,Carthage,TX,75633,32.12788,-94.28109,48365,Panola
75633,"2296 FM 10, Carthage, TX 75633","Carthage, TX 75633",For Sale,1899000.0,5.0,5.5,5392.0,Carthage,TX,75633,32.12788,-94.28109,48365,Panola
75633,"3283 S US Highway 79, Carthage, TX 75633","Carthage, TX 75633",For Sale,224000.0,3.0,2.0,1328.0,Carthage,TX,75633,32.12788,-94.28109,48365,Panola
75633,"2479 County Road 403, Carthage, TX 75633","Carthage, TX 75633",For Sale,725000.0,4.0,3.5,2520.0,Carthage,TX,75633,32.12788,-94.28109,48365,Panola
75633,"544 N Adams St, Carthage, TX 75633","Carthage, TX 75633",For Sale,264900.0,3.0,2.0,1718.0,Carthage,TX,75633,32.12788,-94.28109,48365,Panola
75633,"124 County Road 1844, Carthage, TX 75633","Carthage, TX 75633",For Sale,149999.0,3.0,2.0,1206.0,Carthage,TX,75633,32.12788,-94.28109,48365,Panola
75633,"540 N Adams St, Carthage, TX 75633","Carthage, TX 75633",For Sale,319900.0,3.0,2.5,2475.0,Carthage,TX,75633,32.12788,-94.28109,48365,Panola
75633,"192 N Pinewood Dr, Carthage, TX 75633","Carthage, TX 75633",For Sale,209000.0,3.0,2.0,1164.0,Carthage,TX,75633,32.12788,-94.28109,48365,Panola
75633,"904 Mustang Cir, Carthage, TX 75633","Carthage, TX 75633",For Sale,419000.0,4.0,2.5,3012.0,Carthage,TX,75633,32.12788,-94.28109,48365,Panola
75633,"507 N Adams St, Carthage, TX 75633","Carthage, TX 75633",For Sale,264500.0,3.0,2.0,2364.0,Carthage,TX,75633,32.12788,-94.28109,48365,Panola
75633,"171 Stonegate Dr, Carthage, TX 75633","Carthage, TX 75633",For Sale,395000.0,3.0,2.5,2219.0,Carthage,TX,75633,32.12788,-94.28109,48365,Panola
75633,"183 Stonegate Dr, Carthage, TX 75633","Carthage, TX 75633",For Sale,389000.0,3.0,2.0,2464.0,Carthage,TX,75633,32.12788,-94.28109,48365,Panola
75633,"215 E Neal St, Carthage, TX 75633","Carthage, TX 75633",For Sale,80000.0,2.0,1.0,950.0,Carthage,TX,75633,32.12788,-94.28109,48365,Panola
75633,"101 Timberlane Dr, Carthage, TX 75633","Carthage, TX 75633",For Sale,680000.0,5.0,4.5,6327.0,Carthage,TX,75633,32.12788,-94.28109,48365,Panola
75633,"207 N Adams St, Carthage, TX 75633","Carthage, TX 75633",For Sale,149900.0,2.0,1.0,1146.0,Carthage,TX,75633,32.12788,-94.28109,48365,Panola
75633,"220 Pr # 589, Carthage, TX 75633","Carthage, TX 75633",Contingent,310000.0,3.0,2.0,1907.0,Carthage,TX,75633,32.12788,-94.28109,48365,Panola
75633,"1415 W Sabine St, Carthage, TX 75633","Carthage, TX 75633",For Sale,849900.0,4.0,3.5,4407.0,Carthage,TX,75633,32.12788,-94.28109,48365,Panola
75633,"340 County Road 1835, Carthage, TX 75633","Carthage, TX 75633",For Sale,599950.0,3.0,2.0,2656.0,Carthage,TX,75633,32.12788,-94.28109,48365,Panola
75633,"534 Park Place Dr, Carthage, TX 75633","Carthage, TX 75633",For Sale,235000.0,2.0,2.0,1600.0,Carthage,TX,75633,32.12788,-94.28109,48365,Panola
75633,"1007 University Dr, Carthage, TX 75633","Carthage, TX 75633",For Sale,885000.0,3.0,4.5,4772.0,Carthage,TX,75633,32.12788,-94.28109,48365,Panola
75633,"710 Madison St, Carthage, TX 75633","Carthage, TX 75633",For Sale,249900.0,4.0,2.0,2304.0,Carthage,TX,75633,32.12788,-94.28109,48365,Panola
75633,"1410 Success St, Carthage, TX 75633","Carthage, TX 75633",For Sale,275000.0,3.0,2.0,2011.0,Carthage,TX,75633,32.12788,-94.28109,48365,Panola
75633,"172 County Road 4556, Carthage, TX 75633","Carthage, TX 75633",Contingent,275000.0,5.0,1.5,1932.0,Carthage,TX,75633,32.12788,-94.28109,48365,Panola
75633,"113 County Road 1844, Carthage, TX 75633","Carthage, TX 75633",For Sale,245900.0,2.0,2.0,1732.0,Carthage,TX,75633,32.12788,-94.28109,48365,Panola
75633,"1400 Stonebriar Dr, Carthage, TX 75633","Carthage, TX 75633",For Sale,229000.0,3.0,2.0,1870.0,Carthage,TX,75633,32.12788,-94.28109,48365,Panola
75633,"400 W Perry Pl, Carthage, TX 75633","Carthage, TX 75633",For Sale,335000.0,4.0,3.5,2839.0,Carthage,TX,75633,32.12788,-94.28109,48365,Panola
75633,"418 County Road 1151, Carthage, TX 75633","Carthage, TX 75633",For Sale,799900.0,2.0,2.0,1564.0,Carthage,TX,75633,32.12788,-94.28109,48365,Panola
75633,"505 N Daniels St, Carthage, TX 75633","Carthage, TX 75633",Contingent,155000.0,2.0,1.0,932.0,Carthage,TX,75633,32.12788,-94.28109,48365,Panola
75633,"2146 Dixie Lake Rd, Carthage, TX 75633","Carthage, TX 75633",Pending,178000.0,3.0,1.0,1300.0,Carthage,TX,75633,32.12788,-94.28109,48365,Panola
75633,"1469 County Road 448, Carthage, TX 75633","Carthage, TX 75633",For Sale,825000.0,3.0,2.0,1845.0,Carthage,TX,75633,32.12788,-94.28109,48365,Panola
75633,"2615 County Road 301, Carthage, TX 75633","Carthage, TX 75633",Pending,219000.0,3.0,2.0,1568.0,Carthage,TX,75633,32.12788,-94.28109,48365,Panola
75633,"1328 Success Ave, Carthage, TX 75633","Carthage, TX 75633",For Sale,299900.0,3.0,2.5,2589.0,Carthage,TX,75633,32.12788,-94.28109,48365,Panola
75633,"3732 US Highway 79 S, Carthage, TX 75633","Carthage, TX 75633",Pending,675900.0,3.0,2.5,3422.0,Carthage,TX,75633,32.12788,-94.28109,48365,Panola
75633,"520 County Road 490, Carthage, TX 75633","Carthage, TX 75633",Pending,375000.0,5.0,3.5,3381.0,Carthage,TX,75633,32.12788,-94.28109,48365,Panola
75633,"1111 Lynnwood Dr, Carthage, TX 75633","Carthage, TX 75633",Pending,220000.0,3.0,2.0,2170.0,Carthage,TX,75633,32.12788,-94.28109,48365,Panola
75633,"188 N Pinewood Dr, Carthage, TX 75633","Carthage, TX 75633",Pending,235000.0,3.0,2.0,1200.0,Carthage,TX,75633,32.12788,-94.28109,48365,Panola
75633,"115 Whitetail Ct, Carthage, TX 75633","Carthage, TX 75633",Pending,689000.0,4.0,3.0,3353.0,Carthage,TX,75633,32.12788,-94.28109,48365,Panola
75633,"927 W Holland St, Carthage, TX 75633","Carthage, TX 75633",For Sale,1350000.0,8.0,8.0,6000.0,Carthage,TX,75633,32.12788,-94.28109,48365,Panola
75633,"421 W Phiffer St, Carthage, TX 75633","Carthage, TX 75633",Pending,145000.0,5.0,3.0,2128.0,Carthage,TX,75633,32.12788,-94.28109,48365,Panola
75633,"209 W College St, Carthage, TX 75633","Carthage, TX 75633",Contingent,127000.0,3.0,2.0,1175.0,Carthage,TX,75633,32.12788,-94.28109,48365,Panola
75633,"2917 FM 3359, Carthage, TX 75633","Carthage, TX 75633",Contingent,500000.0,3.0,2.0,1712.0,Carthage,TX,75633,32.12788,-94.28109,48365,Panola
75633,"192 N Parker Ln, Carthage, TX 75633","Carthage, TX 75633",Pending,323000.0,4.0,3.0,3256.0,Carthage,TX,75633,32.12788,-94.28109,48365,Panola
75633,"1061 S Adams St, Carthage, TX 75633","Carthage, TX 75633",Pending,239000.0,5.0,3.0,2001.0,Carthage,TX,75633,32.12788,-94.28109,48365,Panola
39051,"214 Clubview Dr, Carthage, MS 39051","Carthage, MS 39051",Pending,99900.0,3.0,2.0,1753.0,Carthage,MS,39051,32.7868,-89.50718,28079,Leake
39051,"2281 Red Dog Rd, Carthage, MS 39051","Carthage, MS 39051",For Sale,200000.0,3.0,3.5,3212.0,Carthage,MS,39051,32.7868,-89.50718,28079,Leake
39051,"365 Watkins Rd, Carthage, MS 39051","Carthage, MS 39051",For Sale,79900.0,3.0,2.0,1560.0,Carthage,MS,39051,32.7868,-89.50718,28079,Leake
39051,"3850 Highway 35 N, Carthage, MS 39051","Carthage, MS 39051",For Sale,200000.0,4.0,2.0,1440.0,Carthage,MS,39051,32.7868,-89.50718,28079,Leake
39051,"4780 County Line Rd, Carthage, MS 39051","Carthage, MS 39051",For Sale,469000.0,5.0,3.0,2873.0,Carthage,MS,39051,32.7868,-89.50718,28079,Leake
39051,"3048 Remus Rd, Carthage, MS 39051","Carthage, MS 39051",For Sale,134000.0,4.0,2.0,1152.0,Carthage,MS,39051,32.7868,-89.50718,28079,Leake
39051,"1261 Highway 25 N, Carthage, MS 39051","Carthage, MS 39051",For Sale,146000.0,3.0,2.0,2400.0,Carthage,MS,39051,32.7868,-89.50718,28079,Leake
39051,"702 N Saint Matthew St, Carthage, MS 39051","Carthage, MS 39051",For Sale,195000.0,3.0,2.0,2392.0,Carthage,MS,39051,32.7868,-89.50718,28079,Leake
39051,"370 Marbo Rd, Carthage, MS 39051","Carthage, MS 39051",For Sale,114000.0,3.0,2.0,1616.0,Carthage,MS,39051,32.7868,-89.50718,28079,Leake
39051,"206 Pioneer Hill Dr, Carthage, MS 39051","Carthage, MS 39051",For Sale,599900.0,5.0,4.0,3614.0,Carthage,MS,39051,32.7868,-89.50718,28079,Leake
39051,"1538 Highway 35, Carthage, MS 39051","Carthage, MS 39051",Pending,225000.0,3.0,2.0,2050.0,Carthage,MS,39051,32.7868,-89.50718,28079,Leake
39051,"1368 Hopoca Rd, Carthage, MS 39051","Carthage, MS 39051",For Sale,40000.0,2.0,1.0,672.0,Carthage,MS,39051,32.7868,-89.50718,28079,Leake
39051,"504 Martin Rd, Carthage, MS 39051","Carthage, MS 39051",Pending,140000.0,3.0,2.0,1514.0,Carthage,MS,39051,32.7868,-89.50718,28079,Leake
39051,"1328 Arbor Ct, Carthage, MS 39051","Carthage, MS 39051",For Sale,282900.0,3.0,2.0,1950.0,Carthage,MS,39051,32.7868,-89.50718,28079,Leake
39051,"1312 Goshen Rd, Carthage, MS 39051","Carthage, MS 39051",Pending,149900.0,3.0,2.0,1638.0,Carthage,MS,39051,32.7868,-89.50718,28079,Leake
62232,"310 Twin Dr, Caseyville, IL 62232","Caseyville, IL 62232",Pending,53000.0,2.0,1.0,730.0,Caseyville,IL,62232,38.63266,-90.00509,17163,St. Clair
62232,"1237 Pebble Beach Dr, Caseyville, IL 62232","Caseyville, IL 62232",For Sale,475000.0,4.0,3.0,3710.0,Caseyville,IL,62232,38.63266,-90.00509,17163,St. Clair
62232,"1221 S Clinton Rd, Caseyville, IL 62232","Caseyville, IL 62232",For Sale,275000.0,4.0,2.5,2192.0,Caseyville,IL,62232,38.63266,-90.00509,17163,St. Clair
62232,"603 Champions Ct, Caseyville, IL 62232","Caseyville, IL 62232",For Sale,1460000.0,5.0,4.0,6110.0,Caseyville,IL,62232,38.63266,-90.00509,17163,St. Clair
62232,"375 Old Collinsville Rd, Caseyville, IL 62232","Caseyville, IL 62232",For Sale,364500.0,4.0,3.0,3228.0,Caseyville,IL,62232,38.63266,-90.00509,17163,St. Clair
62232,"685 Prato Ct, Caseyville, IL 62232","Caseyville, IL 62232",For Sale,350000.0,3.0,2.5,1728.0,Caseyville,IL,62232,38.63266,-90.00509,17163,St. Clair
62232,"1013 Far Oaks Dr, Caseyville, IL 62232","Caseyville, IL 62232",For Sale,524500.0,3.0,3.5,4200.0,Caseyville,IL,62232,38.63266,-90.00509,17163,St. Clair
62232,"527 Brookline Ct, Caseyville, IL 62232","Caseyville, IL 62232",For Sale,800000.0,4.0,3.5,3630.0,Caseyville,IL,62232,38.63266,-90.00509,17163,St. Clair
62232,"2416 N 89th St, Caseyville, IL 62232","Caseyville, IL 62232",For Sale,86500.0,2.0,2.0,1592.0,Caseyville,IL,62232,38.63266,-90.00509,17163,St. Clair
62232,"7721 N Illinois St, Caseyville, IL 62232","Caseyville, IL 62232",Contingent,139000.0,3.0,1.5,1476.0,Caseyville,IL,62232,38.63266,-90.00509,17163,St. Clair
62232,"1201 Pebble Beach Dr, Caseyville, IL 62232","Caseyville, IL 62232",For Sale,575000.0,3.0,3.0,2900.0,Caseyville,IL,62232,38.63266,-90.00509,17163,St. Clair
62232,"7978 Sonora Rdg, Caseyville, IL 62232","Caseyville, IL 62232",For Sale,350000.0,3.0,2.0,1752.0,Caseyville,IL,62232,38.63266,-90.00509,17163,St. Clair
62232,"175 Forest Oaks Dr, Caseyville, IL 62232","Caseyville, IL 62232",For Sale,549900.0,5.0,4.5,5467.0,Caseyville,IL,62232,38.63266,-90.00509,17163,St. Clair
62232,"1107 Far Oaks Dr, Caseyville, IL 62232","Caseyville, IL 62232",Pending,675000.0,4.0,4.5,5081.0,Caseyville,IL,62232,38.63266,-90.00509,17163,St. Clair
62232,"431 S 5th St, Caseyville, IL 62232","Caseyville, IL 62232",Contingent,60000.0,3.0,1.0,1036.0,Caseyville,IL,62232,38.63266,-90.00509,17163,St. Clair
62232,"285 Oliver St, Caseyville, IL 62232","Caseyville, IL 62232",Pending,230000.0,3.0,2.0,1884.0,Caseyville,IL,62232,38.63266,-90.00509,17163,St. Clair
62232,"431 S 6th St, Caseyville, IL 62232","Caseyville, IL 62232",Contingent,70000.0,3.0,1.0,925.0,Caseyville,IL,62232,38.63266,-90.00509,17163,St. Clair
62232,"8891 Botanical Ave, Caseyville, IL 62232","Caseyville, IL 62232",Foreclosure,62000.0,2.0,1.0,806.0,Caseyville,IL,62232,38.63266,-90.00509,17163,St. Clair
62232,"7977 Boreal Rdg, Caseyville, IL 62232","Caseyville, IL 62232",For Sale,626000.0,4.0,3.5,2970.0,Caseyville,IL,62232,38.63266,-90.00509,17163,St. Clair
62232,"7964 Laurel Flats Dr, Caseyville, IL 62232","Caseyville, IL 62232",Contingent,299999.0,4.0,3.5,2065.0,Caseyville,IL,62232,38.63266,-90.00509,17163,St. Clair
62232,"8050 Villa Valley Ln, Caseyville, IL 62232","Caseyville, IL 62232",For Sale,341000.0,2.0,2.0,1439.0,Caseyville,IL,62232,38.63266,-90.00509,17163,St. Clair
62232,"7965 Shadow Crk, Caseyville, IL 62232","Caseyville, IL 62232",For Sale,345000.0,3.0,2.5,2123.0,Caseyville,IL,62232,38.63266,-90.00509,17163,St. Clair
62232,"1043 Pebble Beach Dr, Caseyville, IL 62232","Caseyville, IL 62232",For Sale,595000.0,4.0,3.5,2960.0,Caseyville,IL,62232,38.63266,-90.00509,17163,St. Clair
62232,"400-TBB Nicole Dr, Caseyville, IL 62232","Caseyville, IL 62232",For Sale,239900.0,3.0,2.0,1292.0,Caseyville,IL,62232,38.63266,-90.00509,17163,St. Clair
62232,"7963 Shadow Crk, Caseyville, IL 62232","Caseyville, IL 62232",For Sale,345000.0,3.0,2.5,2123.0,Caseyville,IL,62232,38.63266,-90.00509,17163,St. Clair
62232,"8014 Tahoe Rdg, Caseyville, IL 62232","Caseyville, IL 62232",For Sale,445000.0,3.0,2.0,1818.0,Caseyville,IL,62232,38.63266,-90.00509,17163,St. Clair
62232,"381-TBB Nicole Dr, Caseyville, IL 62232","Caseyville, IL 62232",For Sale,239900.0,3.0,2.0,1292.0,Caseyville,IL,62232,38.63266,-90.00509,17163,St. Clair
62232,"1125 Pisa Dr, Caseyville, IL 62232","Caseyville, IL 62232",For Sale,438000.0,4.0,2.5,2373.0,Caseyville,IL,62232,38.63266,-90.00509,17163,St. Clair
62232,"258-TBB Nicole Dr, Caseyville, IL 62232","Caseyville, IL 62232",Contingent,319381.0,3.0,2.0,1620.0,Caseyville,IL,62232,38.63266,-90.00509,17163,St. Clair
62232,"246-TBB Nicole Dr, Caseyville, IL 62232","Caseyville, IL 62232",Contingent,275000.0,3.0,2.0,1292.0,Caseyville,IL,62232,38.63266,-90.00509,17163,St. Clair
62232,"298-TBB Nicole Dr, Caseyville, IL 62232","Caseyville, IL 62232",For Sale,259900.0,3.0,2.0,1593.0,Caseyville,IL,62232,38.63266,-90.00509,17163,St. Clair
62232,"195-TBB Geaschel Dr, Caseyville, IL 62232","Caseyville, IL 62232",Contingent,288475.0,3.0,2.5,1902.0,Caseyville,IL,62232,38.63266,-90.00509,17163,St. Clair
62232,"282-TBB Nicole Dr, Caseyville, IL 62232","Caseyville, IL 62232",For Sale,239900.0,3.0,2.0,1292.0,Caseyville,IL,62232,38.63266,-90.00509,17163,St. Clair
62232,"183-TBB Geaschel Dr, Caseyville, IL 62232","Caseyville, IL 62232",Contingent,279900.0,4.0,2.5,2030.0,Caseyville,IL,62232,38.63266,-90.00509,17163,St. Clair
62232,"186-TBB Geaschel Dr, Caseyville, IL 62232","Caseyville, IL 62232",Contingent,283615.0,3.0,2.0,1593.0,Caseyville,IL,62232,38.63266,-90.00509,17163,St. Clair
62232,"286-TBB Nicole Dr, Caseyville, IL 62232","Caseyville, IL 62232",For Sale,259900.0,3.0,2.5,1790.0,Caseyville,IL,62232,38.63266,-90.00509,17163,St. Clair
62232,"1089 Graywolf Ct, Fairview Heights, IL 62232","Fairview Heights, IL 62232",Pending,468800.0,4.0,3.5,3972.0,Fairview Heights,IL,62232,38.63266,-90.00509,17163,St. Clair
62232,"674 Prato Ct, Caseyville, IL 62232","Caseyville, IL 62232",Contingent,379800.0,5.0,3.5,3578.0,Caseyville,IL,62232,38.63266,-90.00509,17163,St. Clair
62232,"112 Blackwolf Run Ct, Caseyville, IL 62232","Caseyville, IL 62232",Contingent,518900.0,4.0,3.5,2429.0,Caseyville,IL,62232,38.63266,-90.00509,17163,St. Clair
62232,"390-TBB Nicole Dr, Caseyville, IL 62232","Caseyville, IL 62232",Contingent,259900.0,3.0,2.0,1593.0,Caseyville,IL,62232,38.63266,-90.00509,17163,St. Clair
62232,"389-TBB Nicole Dr, Caseyville, IL 62232","Caseyville, IL 62232",For Sale,239900.0,3.0,3.0,1466.0,Caseyville,IL,62232,38.63266,-90.00509,17163,St. Clair
62232,"270-TBB Nicole Dr, Caseyville, IL 62232","Caseyville, IL 62232",For Sale,239900.0,3.0,2.0,1292.0,Caseyville,IL,62232,38.63266,-90.00509,17163,St. Clair
62232,"254-TBB Nicole Dr, Caseyville, IL 62232","Caseyville, IL 62232",For Sale,239900.0,3.0,3.0,1466.0,Caseyville,IL,62232,38.63266,-90.00509,17163,St. Clair
62232,"299-TBB Nicole Dr, Caseyville, IL 62232","Caseyville, IL 62232",For Sale,239900.0,3.0,3.0,1466.0,Caseyville,IL,62232,38.63266,-90.00509,17163,St. Clair
62232,"8066 Villa Valley Ln, Caseyville, IL 62232","Caseyville, IL 62232",Contingent,328000.0,2.0,2.0,1439.0,Caseyville,IL,62232,38.63266,-90.00509,17163,St. Clair
62232,"274-TBB Nicole Dr, Caseyville, IL 62232","Caseyville, IL 62232",For Sale,279900.0,4.0,2.5,2030.0,Caseyville,IL,62232,38.63266,-90.00509,17163,St. Clair
62232,"382-TBB Nicole Dr, Caseyville, IL 62232","Caseyville, IL 62232",For Sale,259900.0,3.0,2.5,1790.0,Caseyville,IL,62232,38.63266,-90.00509,17163,St. Clair
62232,"187-TBB Geaschel Dr, Caseyville, IL 62232","Caseyville, IL 62232",Contingent,239900.0,3.0,2.0,1292.0,Caseyville,IL,62232,38.63266,-90.00509,17163,St. Clair
62232,"190-TBB Geaschel Dr, Caseyville, IL 62232","Caseyville, IL 62232",For Sale,239900.0,3.0,3.0,1466.0,Caseyville,IL,62232,38.63266,-90.00509,17163,St. Clair
62232,"191-TBB Geaschel Dr, Caseyville, IL 62232","Caseyville, IL 62232",For Sale,283900.0,3.0,2.5,1790.0,Caseyville,IL,62232,38.63266,-90.00509,17163,St. Clair
62232,"397-TBB Nicole Dr, Caseyville, IL 62232","Caseyville, IL 62232",For Sale,259900.0,3.0,2.0,1593.0,Caseyville,IL,62232,38.63266,-90.00509,17163,St. Clair
62232,"394-TBB Nicole Dr, Caseyville, IL 62232","Caseyville, IL 62232",For Sale,239900.0,3.0,3.0,1466.0,Caseyville,IL,62232,38.63266,-90.00509,17163,St. Clair
62232,"283-TBB Nicole Dr, Caseyville, IL 62232","Caseyville, IL 62232",For Sale,279900.0,4.0,2.5,2030.0,Caseyville,IL,62232,38.63266,-90.00509,17163,St. Clair
62232,"194-TBB Geaschel Dr, Caseyville, IL 62232","Caseyville, IL 62232",For Sale,239900.0,3.0,2.0,1292.0,Caseyville,IL,62232,38.63266,-90.00509,17163,St. Clair
62232,"393-TBB Nicole Dr, Caseyville, IL 62232","Caseyville, IL 62232",For Sale,275900.0,3.0,2.5,1902.0,Caseyville,IL,62232,38.63266,-90.00509,17163,St. Clair
62232,"8067 Villa Valley Ln, Caseyville, IL 62232","Caseyville, IL 62232",Pending,340000.0,2.0,2.0,1439.0,Caseyville,IL,62232,38.63266,-90.00509,17163,St. Clair
62232,"295-TBB Nicole Dr, Caseyville, IL 62232","Caseyville, IL 62232",For Sale,279900.0,4.0,2.5,2030.0,Caseyville,IL,62232,38.63266,-90.00509,17163,St. Clair
62232,"7976 Walker Meadows Dr, Caseyville, IL 62232","Caseyville, IL 62232",For Sale,363067.0,2.0,2.0,1441.0,Caseyville,IL,62232,38.63266,-90.00509,17163,St. Clair
62232,"278-TBB Nicole Dr, Caseyville, IL 62232","Caseyville, IL 62232",For Sale,275900.0,3.0,2.5,1902.0,Caseyville,IL,62232,38.63266,-90.00509,17163,St. Clair
