TysonZip,Address1,Address2,Style,Price,Beds,Baths,Sqft,City,State,Zip
60641,4338 N Milwaukee Ave,"Chicago, IL 60641",Apartment,950,Studio,1,500.0,Chicago,IL,60641
60641,5036 W Pensacola Ave Unit 401,"Chicago, IL 60641",Condo,2900,3,2,2100.0,Chicago,IL,60641
60641,4217 N Milwaukee Ave Unit 2R,"Chicago, IL 60641",Apartment,1075,1,1,500.0,Chicago,IL,60641
60641,4267 W Addison St Unit Grdn,"Chicago, IL 60641",Apartment,1050,1,1,,Chicago,IL,60641
60641,4254 N Milwaukee Ave Unit 2,"Chicago, IL 60641",House,2300,3,1,1100.0,Chicago,IL,60641
60641,4924 W School St Unit 1,"Chicago, IL 60641",Apartment,1500,2,1,,Chicago,IL,60641
60641,4005 N Kildare Ave Apt 107,"Chicago, IL 60641",House,1100,1,1,550.0,Chicago,IL,60641
60641,4255 W Addison St,"Chicago, IL 60641",Apartment,1050,1,1,,Chicago,IL,60641
60641,5039 W Eddy St Apt 2,"Chicago, IL 60641",Apartment,1800,3,1,,Chicago,IL,60641
60641,4952 W Berteau Ave Unit 2W,"Chicago, IL 60641",Apartment,1275,1,1,,Chicago,IL,60641
60641,4715 W Cornelia Ave,"Chicago, IL 60641",Apartment,1475,2,1,,Chicago,IL,60641
60641,4101 N Cicero Ave,"Chicago, IL 60641",Apartment,1365,2,1,650.0,Chicago,IL,60641
60641,3453 N Lowell Ave Unit 2,"Chicago, IL 60641",Apartment,2000,3,1,1050.0,Chicago,IL,60641
60641,4155 W Roscoe St Apt 1R,"Chicago, IL 60641",Apartment,1450,2,1,900.0,Chicago,IL,60641
60641,4409 N Kenneth Ave Unit 4411-3,"Chicago, IL 60641",Apartment,1350,1,1,,Chicago,IL,60641
60641,4031 W School St Unit B2,"Chicago, IL 60641",Apartment,1275,1,1,900.0,Chicago,IL,60641
60641,4181 W Belmont Ave Unit 201,"Chicago, IL 60641",Condo,3600,3,2,,Chicago,IL,60641
60641,3318 N Leclaire Ave Unit 1S,"Chicago, IL 60641",Apartment,1675,2,1,,Chicago,IL,60641
60641,5164 W Montrose Ave Apt 2C,"Chicago, IL 60641",Apartment,1275,1,1,770.0,Chicago,IL,60641
60641,3017 N Lockwood Ave Unit 2,"Chicago, IL 60641",Apartment,1225,1,1,720.0,Chicago,IL,60641
60641,5164 W Montrose Ave Apt 3C,"Chicago, IL 60641",Apartment,1275,1,1,750.0,Chicago,IL,60641
60641,5164 W Montrose Ave Apt 1C,"Chicago, IL 60641",Apartment,1275,1,1,750.0,Chicago,IL,60641
60641,3017 N Lockwood Ave Unit 3,"Chicago, IL 60641",Apartment,1225,1,1,700.0,Chicago,IL,60641
60641,3017 N Lockwood Ave Unit 1,"Chicago, IL 60641",Apartment,1225,1,1,700.0,Chicago,IL,60641
60641,4206 N Laramie Ave Unit 2,"Chicago, IL 60641",Condo,1595,3,1,900.0,Chicago,IL,60641
60641,3955 N Lamon Ave,"Chicago, IL 60641",Apartment,1350,2,1,1000.0,Chicago,IL,60641
60641,3318 N Leclaire Ave Unit 2S,"Chicago, IL 60641",Apartment,1550,2,1,900.0,Chicago,IL,60641
72756,3302 N Dixieland Rd,"Rogers, AR 72756",Apartment,1181,1,1,869.0,Rogers,AR,72756
72756,3302 N Dixieland Rd,"Rogers, AR 72756",Apartment,1597,3,3.5,1880.0,Rogers,AR,72756
72756,500 N 7th St,"Rogers, AR 72756",Apartment,2400,2,1,952.0,Rogers,AR,72756
72756,8320 Fairway Ln,"Rogers, AR 72756",House,2480,5,2.5,2535.0,Rogers,AR,72756
72756,636 N E St,"Rogers, AR 72756",House,2395,4,3,2625.0,Rogers,AR,72756
72756,7 Brig Dean Rd,"Rogers, AR 72756",House,1990,3,2,1545.0,Rogers,AR,72756
72756,1839 S 11th Pl,"Rogers, AR 72756",House,2400,4,3,2500.0,Rogers,AR,72756
72756,2304 W Margaret St,"Rogers, AR 72756",House,2000,3,2,1613.0,Rogers,AR,72756
72756,718 W Maple St,"Rogers, AR 72756",House,2850,4,2.5,2085.0,Rogers,AR,72756
72756,3604 Mockingbird Ln,"Rogers, AR 72756",House,2000,4,2,1905.0,Rogers,AR,72756
72756,1235 W Sunset St,"Rogers, AR 72756",Apartment,750,1,1,784.0,Rogers,AR,72756
72756,310 W Cherry St,"Rogers, AR 72756",House,2100,2,1,1953.0,Rogers,AR,72756
72756,21492 Cavern Dr,"Rogers, AR 72756",Other,950,3,2,1232.0,Rogers,AR,72756
72756,16698 Cypress Ln,"Rogers, AR 72756",Other,2800,2,2,1440.0,Rogers,AR,72756
72756,1416 W Persimmon St,"Rogers, AR 72756",Other,850,2,1,850.0,Rogers,AR,72756
72756,8952 S Park Rd,"Rogers, AR 72756",Other,1025,2,1.5,1224.0,Rogers,AR,72756
72756,1604 W Stratton Dr,"Rogers, AR 72756",House,1950,3,2,1803.0,Rogers,AR,72756
72756,12805 E Tucks Chapel Rd,"Rogers, AR 72756",Other,1100,4,2,1900.0,Rogers,AR,72756
72756,1506 W Janda Dr,"Rogers, AR 72756",House,950,2,1,858.0,Rogers,AR,72756
72756,101 E Walnut St Ste 213,"Rogers, AR 72756",Condo,1595,1,1,777.0,Rogers,AR,72756
72756,1603 W Walnut St,"Rogers, AR 72756",Apartment,999,1,1,654.0,Rogers,AR,72756
72756,1603 W Walnut St,"Rogers, AR 72756",Apartment,1399,3,2,1183.0,Rogers,AR,72756
45246,320 Glensprings Dr,"Springdale, OH 45246",Apartment,1650,Studio,1,300.0,Springdale,OH,45246
45246,100 Kelly Rd,"Forest Park, OH 45246",Apartment,1185,Studio,1,646.0,Forest Park,OH,45246
45246,100 Kelly Rd,"Forest Park, OH 45246",Apartment,1900,3,2,1398.0,Forest Park,OH,45246
45246,11580 Olde Gate Dr,"Cincinnati, OH 45246",Apartment,1205,1,1,900.0,Cincinnati,OH,45246
45246,11580 Olde Gate Dr,"Cincinnati, OH 45246",Apartment,1475,2,2,1100.0,Cincinnati,OH,45246
45246,1488 Fawnvista Ln,"Cincinnati, OH 45246",House,2270,4,1.5,1688.0,Cincinnati,OH,45246
45246,51 Bishopsgate Dr,"Cincinnati, OH 45246",Apartment,1285,1,1,730.0,Cincinnati,OH,45246
45246,51 Bishopsgate Dr,"Cincinnati, OH 45246",Apartment,1335,2,2,1072.0,Cincinnati,OH,45246
45246,12047 Mallet Dr,"Cincinnati, OH 45246",House,1890,3,1,1026.0,Cincinnati,OH,45246
45246,1515 Fawnvista Ln,"Cincinnati, OH 45246",House,1670,3,1,925.0,Cincinnati,OH,45246
45246,1235 Chesterdale Dr,"Cincinnati, OH 45246",Apartment,1033,1,1,740.0,Cincinnati,OH,45246
45246,1235 Chesterdale Dr,"Cincinnati, OH 45246",Apartment,1422,3,1.5,1160.0,Cincinnati,OH,45246
45246,11777 Rose Ln,"Cincinnati, OH 45246",Apartment,900,1,1,660.0,Cincinnati,OH,45246
45246,11777 Rose Ln,"Cincinnati, OH 45246",Apartment,1450,2,2,925.0,Cincinnati,OH,45246
28610,2985 N Oxford St,"Catawba County, NC 28610",Apartment,938,2,2,959.0,Catawba County,NC,28610
28610,2985 N Oxford St,"Catawba County, NC 28610",Apartment,1048,4,2,1284.0,Catawba County,NC,28610
41001,100 Aqua Way,"Newport, KY 41071",Apartment,1506,1,1,648.0,Newport,KY,41071
41001,100 Aqua Way,"Newport, KY 41071",Apartment,2236,3,2,1536.0,Newport,KY,41071
41001,129 Creekstone Ct,"Cold Spring, KY 41076",Townhome,1800,2,1,1583.0,Cold Spring,KY,41076
41001,1300 Downing St,"Cold Spring, KY 41076",Apartment,1275,2,2,,Cold Spring,KY,41076
39204,2010 Chadwick Dr,"Jackson, MS 39204",Apartment,1025,1,1,896.0,Jackson,MS,39204
39204,2010 Chadwick Dr,"Jackson, MS 39204",Apartment,1250,3,2,1275.0,Jackson,MS,39204
39204,1533 Raymond Rd,"Jackson, MS 39204",Apartment,895,1,1,800.0,Jackson,MS,39204
39204,1533 Raymond Rd,"Jackson, MS 39204",Apartment,1050,2,2,1135.0,Jackson,MS,39204
39204,2059 Cooperwell Dr Unit B,"Jackson, MS 39204",Condo,1050,2,2,,Jackson,MS,39204
39204,2059 Cooperwell Dr Unit A,"Jackson, MS 39204",Condo,1050,2,2,,Jackson,MS,39204
39204,1960 Elaine St,"Jackson, MS 39204",House,925,3,2,1200.0,Jackson,MS,39204
39204,1047 Garden Park Dr,"Jackson, MS 39204",House,1075,3,2,1909.0,Jackson,MS,39204
39204,1773 Dorgan St,"Jackson, MS 39204",House,925,3,2,1212.0,Jackson,MS,39204
39204,2050 Castle Hill Dr,"Jackson, MS 39204",House,1195,3,2,1539.0,Jackson,MS,39204
39204,1765 Dorgan St,"Jackson, MS 39204",House,1125,3,2,1256.0,Jackson,MS,39204
39204,1327 Maria Dr,"Jackson, MS 39204",House,975,3,1,1008.0,Jackson,MS,39204
39204,1805 Hospital Dr,"Jackson, MS 39204",Apartment,410,1,1,434.0,Jackson,MS,39204
39204,1805 Hospital Dr,"Jackson, MS 39204",Apartment,820,3,2,1355.0,Jackson,MS,39204
39204,1965 Flowers Dr,"Jackson, MS 39204",House,1150,3,2,1550.0,Jackson,MS,39204
39204,219 Pine Lawn Pl,"Jackson, MS 39204",House,885,2,2,1200.0,Jackson,MS,39204
39204,221 Sunny Lane Dr,"Jackson, MS 39204",House,875,3,1.5,965.0,Jackson,MS,39204
39204,1142 Raymond Rd,"Jackson, MS 39204",Apartment,750,1,1,816.0,Jackson,MS,39204
39204,1142 Raymond Rd,"Jackson, MS 39204",Apartment,840,2,2,1040.0,Jackson,MS,39204
39204,1595 W Highland Dr,"Jackson, MS 39204",Apartment,799,1,1,735.0,Jackson,MS,39204
39204,1595 W Highland Dr,"Jackson, MS 39204",Apartment,950,2,1,956.0,Jackson,MS,39204
49684,203 N Cedar St,"Traverse City, MI 49684",House,1625,1,1,1450.0,Traverse City,MI,49684
49684,309 W Front St,"Traverse City, MI 49684",Apartment,1379,Studio,1,502.0,Traverse City,MI,49684
49684,309 W Front St,"Traverse City, MI 49684",Apartment,2800,2,1,1114.0,Traverse City,MI,49684
49684,219 W Ninth St Unit A,"Traverse City, MI 49684",Apartment,1800,1,1,1600.0,Traverse City,MI,49684
49684,851 Fitzhugh Dr,"Traverse City, MI 49684",Apartment,950,1,1,550.0,Traverse City,MI,49684
49684,851 Fitzhugh Dr,"Traverse City, MI 49684",Apartment,1575,4,1,1000.0,Traverse City,MI,49684
49684,205 N Oak St Unit A,"Traverse City, MI 49684",Apartment,1850,1,1,600.0,Traverse City,MI,49684
47112,2150 Heritage Way NW,"Corydon, IN 47112",Apartment,799,2,1,1050.0,Corydon,IN,47112
51501,4141 Rivers Edge Pkwy,"Council Bluffs, IA 51501",Apartment,1135,Studio,1,600.0,Council Bluffs,IA,51501
51501,4141 Rivers Edge Pkwy,"Council Bluffs, IA 51501",Apartment,1975,2,2,1248.0,Council Bluffs,IA,51501
51501,20 S 41st St,"Council Bluffs, IA 51501",Apartment,925,Studio,1,459.0,Council Bluffs,IA,51501
51501,20 S 41st St,"Council Bluffs, IA 51501",Apartment,1730,2,2,1277.0,Council Bluffs,IA,51501
51501,3201 Renner Dr,"Council Bluffs, IA 51501",Apartment,943,2,1,971.0,Council Bluffs,IA,51501
51501,3201 Renner Dr,"Council Bluffs, IA 51501",Apartment,1150,3,2,1144.0,Council Bluffs,IA,51501
51501,1315 Avenue I,"Council Bluffs, IA 51501",House,900,2,1,,Council Bluffs,IA,51501
51501,23 Glenview Dr,"Council Bluffs, IA 51501",House,995,2,1.5,588.0,Council Bluffs,IA,51501
51501,1010 S 36th St,"Council Bluffs, IA 51501",Apartment,875,2,1,700.0,Council Bluffs,IA,51501
51501,1705 Avenue C,"Council Bluffs, IA 51501",Apartment,775,1,1,650.0,Council Bluffs,IA,51501
51501,2532 S 18th St,"Council Bluffs, IA 51501",House,900,2,1,,Council Bluffs,IA,51501
51501,625 5th Ave Apt 3,"Council Bluffs, IA 51501",Condo,810,2,1,,Council Bluffs,IA,51501
30040,350 Bradley Park Ln,"Cumming, GA 30040",Apartment,1988,1,1,943.0,Cumming,GA,30040
30040,350 Bradley Park Ln,"Cumming, GA 30040",Apartment,2219,3,2,1508.0,Cumming,GA,30040
30040,98 Buford Dam Rd,"Cumming, GA 30040",Apartment,1560,Studio,1,718.0,Cumming,GA,30040
30040,98 Buford Dam Rd,"Cumming, GA 30040",Apartment,2820,3,2,1633.0,Cumming,GA,30040
30040,1418R Cornucopia Dr,"Cumming, GA 30040",House,2160,2,2,1152.0,Cumming,GA,30040
30040,3400 Cove Creek Ct,"Cumming, GA 30040",House,2215,3,3,1788.0,Cumming,GA,30040
30040,6640 Cold Stream Dr,"Cumming, GA 30040",House,2500,3,3,1762.0,Cumming,GA,30040
30040,3732 Humber Ct,"Cumming, GA 30040",House,2195,3,2.5,1972.0,Cumming,GA,30040
30040,2740 Gatewater Ct,"Cumming, GA 30040",House,2315,3,2.5,1665.0,Cumming,GA,30040
30040,6190 Ivey Springs Chase,"Cumming, GA 30040",House,2899,3,2.5,2450.0,Cumming,GA,30040
30040,3714 Humber Ct,"Cumming, GA 30040",House,2455,4,2.5,2370.0,Cumming,GA,30040
30040,3120 Centerglen Ln,"Cumming, GA 30040",House,2800,4,2.5,2756.0,Cumming,GA,30040
30040,3706 Downing Dr,"Cumming, GA 30040",House,2750,4,2.5,2108.0,Cumming,GA,30040
30040,3326 Castleberry Village Dr,"Cumming, GA 30040",Townhome,2400,3,2.5,,Cumming,GA,30040
30040,1525R Parkside Village Dr,"Cumming, GA 30040",House,3110,4,2,3304.0,Cumming,GA,30040
30040,4430 Evandale Way,"Cumming, GA 30040",House,3625,5,4,4144.0,Cumming,GA,30040
30040,5305 Vickery Cir,"Cumming, GA 30040",House,3400,4,3.5,3242.0,Cumming,GA,30040
30040,5430 Crestwick Way,"Cumming, GA 30040",House,2500,3,2.5,,Cumming,GA,30040
30040,5465 Keithwood Ct,"Cumming, GA 30040",House,2295,4,3,2208.0,Cumming,GA,30040
30040,3940 Oxford Park Ln,"Cumming, GA 30040",House,2800,4,3.5,2500.0,Cumming,GA,30040
30040,3455 Maple Valley Dr,"Cumming, GA 30040",House,2275,3,2.5,1566.0,Cumming,GA,30040
30040,4855 Belcrest Way,"Cumming, GA 30040",House,2900,5,3,3153.0,Cumming,GA,30040
30040,504 County Line Rd,"Cumming, GA 30040",House,2200,3,1,1264.0,Cumming,GA,30040
30040,2560 Gateview Ct,"Cumming, GA 30040",House,2250,2,2,1301.0,Cumming,GA,30040
30040,6170 Shiloh Woods Dr,"Cumming, GA 30040",Townhome,2400,3,2.5,1873.0,Cumming,GA,30040
30040,3930 Carissa Trce,"Cumming, GA 30040",House,5595,5,5.5,5138.0,Cumming,GA,30040
30040,270 Azalea Cir,"Cumming, GA 30040",Townhome,2000,3,2.5,1639.0,Cumming,GA,30040
30040,1565 Dawn Valley Trl,"Cumming, GA 30040",House,3275,6,3.5,3570.0,Cumming,GA,30040
30040,3750 Gadolinite Trl,"Cumming, GA 30040",House,2950,4,2.5,2012.0,Cumming,GA,30040
30040,3695 Moor Pointe Dr,"Cumming, GA 30040",House,2420,3,2.5,2136.0,Cumming,GA,30040
30040,5620 Crestwick Way,"Cumming, GA 30040",House,2349,3,2.5,1921.0,Cumming,GA,30040
30040,5430 Delmonte Dr,"Cumming, GA 30040",House,2695,4,3.5,2621.0,Cumming,GA,30040
30040,3524 Castleberry Village Cir Unit 29,"Cumming, GA 30040",Townhome,2600,3,3,1836.0,Cumming,GA,30040
30040,5420 Concord Downs Dr,"Cumming, GA 30040",House,2795,5,3,3145.0,Cumming,GA,30040
30040,125 Tribble Gap Rd Apt 304,"Cumming, GA 30040",Condo,1800,2,2,1400.0,Cumming,GA,30040
30040,125 Tribble Gap Rd,"Cumming, GA 30040",Condo,1800,2,2,1400.0,Cumming,GA,30040
30040,5415 Falls Landing Dr,"Cumming, GA 30040",House,2545,3,3,1791.0,Cumming,GA,30040
30040,5750 Palmtree Pass,"Cumming, GA 30040",House,3990,5,3.5,3142.0,Cumming,GA,30040
30040,7445 Oldbury Pl,"Cumming, GA 30040",House,4500,5,4,4034.0,Cumming,GA,30040
30040,3925 Redwood Dr,"Cumming, GA 30040",Townhome,2900,4,3.5,2596.0,Cumming,GA,30040
30040,2275 Lexington Ln,"Cumming, GA 30040",House,2095,3,2.5,,Cumming,GA,30040
30040,2219 Canton Hwy,"Cumming, GA 30040",House,1600,3,1,,Cumming,GA,30040
30040,3325 Ridgefair Dr,"Cumming, GA 30040",House,2250,3,2.5,2074.0,Cumming,GA,30040
30040,3605 Ridgefair Dr,"Cumming, GA 30040",House,2245,3,2.5,2288.0,Cumming,GA,30040
30040,2880 Dahlonega Hwy,"Cumming, GA 30040",House,2000,3,1,1472.0,Cumming,GA,30040
30040,5940 Bentley Way,"Cumming, GA 30040",House,2375,3,2.5,1806.0,Cumming,GA,30040
30040,6405 Ivey Creek Cir,"Cumming, GA 30040",House,2600,3,2.5,2167.0,Cumming,GA,30040
30040,6470 Waveland Dr,"Cumming, GA 30040",House,2600,2,2,1643.0,Cumming,GA,30040
30040,3827 Humber Ct,"Cumming, GA 30040",House,2545,4,2.5,2115.0,Cumming,GA,30040
30040,1006 Tribble Gap Rd,"Cumming, GA 30040",Apartment,1000,1,1,613.0,Cumming,GA,30040
30040,1004 Tribble Gap Rd Apt 1D,"Cumming, GA 30040",House,1425,2,1,,Cumming,GA,30040
30040,5815 Asby Way,"Cumming, GA 30040",House,2450,4,2.5,2150.0,Cumming,GA,30040
30040,4175 Candlewood Ln,"Cumming, GA 30040",House,2900,4,2.5,2897.0,Cumming,GA,30040
30040,5780 Rialto Way,"Cumming, GA 30040",House,2595,4,2.5,3028.0,Cumming,GA,30040
30040,3024 Kentmere Dr,"Cumming, GA 30040",Townhome,2150,3,2.5,,Cumming,GA,30040
30040,4927 Wade Valley Way,"Cumming, GA 30040",House,2085,3,2.5,2190.0,Cumming,GA,30040
30040,6758 Campground Rd,"Cumming, GA 30040",House,2075,3,2,1374.0,Cumming,GA,30040
30040,3526 Castleberry Village Cir,"Cumming, GA 30040",Townhome,2300,3,2.5,1836.0,Cumming,GA,30040
30040,4835 Edgemoore Trce,"Cumming, GA 30040",House,3990,5,4,3317.0,Cumming,GA,30040
30040,1641 Brookmere Way,"Cumming, GA 30040",Townhome,2200,3,2.5,1671.0,Cumming,GA,30040
30040,3665 Bridges Ct,"Cumming, GA 30040",House,2850,3,2.5,2154.0,Cumming,GA,30040
30040,5350 Prancing Pass,"Cumming, GA 30040",Apartment,1750,2,1,4674.0,Cumming,GA,30040
30040,5945 Willow Oak Pass,"Cumming, GA 30040",House,3000,5,4,3426.0,Cumming,GA,30040
30040,2980 Whittier Way,"Cumming, GA 30040",House,2630,4,4,2422.0,Cumming,GA,30040
30040,7245 Rocking Horse Ln,"Cumming, GA 30040",House,2995,5,4,3137.0,Cumming,GA,30040
30040,3423 Castleberry Village Cir,"Cumming, GA 30040",Townhome,2150,3,2.5,1836.0,Cumming,GA,30040
30040,5745 Sterling Ct,"Cumming, GA 30040",House,2500,3,2.5,1887.0,Cumming,GA,30040
68731,1520 Atokad Dr,"South Sioux City, NE 68776",Apartment,1299,3,2,1216.0,South Sioux City,NE,68776
75237,7272 Marvin D Love Fwy,"Dallas, TX 75237",Apartment,950,1,1,558.0,Dallas,TX,75237
75237,7272 Marvin D Love Fwy,"Dallas, TX 75237",Apartment,1300,3,2,1116.0,Dallas,TX,75237
75237,7575 S Westmoreland Rd,"Dallas, TX 75237",Apartment,1040,1,1,582.0,Dallas,TX,75237
75237,7575 S Westmoreland Rd,"Dallas, TX 75237",Apartment,1495,3,2,1185.0,Dallas,TX,75237
75237,7550 S Westmoreland Rd,"Dallas, TX 75237",Apartment,936,Studio,1,509.0,Dallas,TX,75237
75237,7550 S Westmoreland Rd,"Dallas, TX 75237",Apartment,1437,2,2,1020.0,Dallas,TX,75237
75237,2746 Meadow Gate Ln,"Dallas, TX 75237",House,1595,3,2,1329.0,Dallas,TX,75237
75237,3801 Gannon Ln,"Dallas, TX 75237",Condo/Townhome,860,Studio,1,403.0,Dallas,TX,75237
75237,3801 Gannon Ln,"Dallas, TX 75237",Condo/Townhome,1170,2,2,835.0,Dallas,TX,75237
75237,7310 Marvin D Love Fwy,"Dallas, TX 75237",Apartment,1009,1,1,519.0,Dallas,TX,75237
75237,7310 Marvin D Love Fwy,"Dallas, TX 75237",Apartment,1405,3,2,1130.0,Dallas,TX,75237
75237,5959 Watership Ln,"Dallas, TX 75237",Apartment,1141,1,1,542.0,Dallas,TX,75237
75237,5959 Watership Ln,"Dallas, TX 75237",Apartment,1602,2,2,974.0,Dallas,TX,75237
75237,8004 W Virginia Dr,"Dallas, TX 75237",Apartment,886,1,1.5,809.0,Dallas,TX,75237
75237,8004 W Virginia Dr,"Dallas, TX 75237",Apartment,1059,3,2.5,1149.0,Dallas,TX,75237
75237,4311 Woodhollow Dr,"Dallas, TX 75237",Apartment,1016,1,1,550.0,Dallas,TX,75237
75237,4311 Woodhollow Dr,"Dallas, TX 75237",Apartment,1455,3,2,1365.0,Dallas,TX,75237
75237,2875 Bronco Dr,"Dallas, TX 75237",House,2265,4,2,,Dallas,TX,75237
75237,4023 Preferred Pl,"Dallas, TX 75237",Other,1795,3,2.5,1307.0,Dallas,TX,75237
75237,3636 W Red Bird Ln,"Dallas, TX 75237",Condo/Townhome,1336,1,1,700.0,Dallas,TX,75237
75237,3636 W Red Bird Ln,"Dallas, TX 75237",Condo/Townhome,1534,2,2,932.0,Dallas,TX,75237
75237,6010 S Westmoreland Rd,"Dallas, TX 75237",Apartment,1255,1,1,621.0,Dallas,TX,75237
75237,6010 S Westmoreland Rd,"Dallas, TX 75237",Apartment,1806,2,2,1164.0,Dallas,TX,75237
75237,4060 Preferred Pl,"Dallas, TX 75237",Apartment,1005,1,1,578.0,Dallas,TX,75237
75237,4060 Preferred Pl,"Dallas, TX 75237",Apartment,1370,2,2,913.0,Dallas,TX,75237
75237,2732 Meadow Gate Ln,"Dallas, TX 75237",House,1785,3,2,,Dallas,TX,75237
75237,2709 Meadow Isle Ln,"Dallas, TX 75237",House,1995,3,2,1878.0,Dallas,TX,75237
75237,3900 Investor Dr,"Dallas, TX 75237",Condo/Townhome,1078,1,1,614.0,Dallas,TX,75237
75237,3900 Investor Dr,"Dallas, TX 75237",Condo/Townhome,1672,3,2,1086.0,Dallas,TX,75237
75237,8501 Old Hickory Trl,"Dallas, TX 75237",Apartment,1287,2,2,960.0,Dallas,TX,75237
75237,8501 Old Hickory Trl,"Dallas, TX 75237",Apartment,1489,3,2,1120.0,Dallas,TX,75237
24586,1380 Old Quarry Rd Apt 1,"Ringgold, VA 24586",Apartment,700,2,1,,Ringgold,VA,24586
24586,1380 Old Quarry Rd Unit 10,"Ringgold, VA 24586",Apartment,700,2,1,,Ringgold,VA,24586
72834,10278 Dover Ln,"Dardanelle, AR 72834",House,1000,3,1,,Dardanelle,AR,72834
63841,228 E Market St Unit 107,"Dexter, MO 63841",Apartment,850,1,1,400.0,Dexter,MO,63841
29640,130 Perry Bend Cir,"Easley, SC 29640",Apartment,1197,1,1,864.0,Easley,SC,29640
29640,130 Perry Bend Cir,"Easley, SC 29640",Apartment,1606,3,2,1444.0,Easley,SC,29640
29640,601 S 5th St,"Easley, SC 29640",Apartment,2020,1,1,569.0,Easley,SC,29640
29640,601 S 5th St,"Easley, SC 29640",Apartment,2445,3,2,2099.0,Easley,SC,29640
29640,105 Gettys Ln,"Easley, SC 29640",Apartment,1305,1,1,860.0,Easley,SC,29640
29640,105 Gettys Ln,"Easley, SC 29640",Apartment,1740,3,2,1390.0,Easley,SC,29640
29640,306 Gibson Rd,"Easley, SC 29640",House,1195,3,2,,Easley,SC,29640
29640,113 S 7th St,"Easley, SC 29640",House,1000,2,1,1116.0,Easley,SC,29640
29640,101 Bishop Dr,"Easley, SC 29640",House,1650,3,2,1500.0,Easley,SC,29640
29640,509 Oak Cir,"Easley, SC 29640",House,2600,4,2.5,,Easley,SC,29640
29640,306 Powell St,"Easley, SC 29640",House,1750,3,1,1410.0,Easley,SC,29640
29640,292 E Compass Way,"Easley, SC 29640",Townhome,1599,3,2.5,,Easley,SC,29640
29640,108 Saint Lo Cir,"Easley, SC 29640",House,2000,3,2,1000.0,Easley,SC,29640
29640,312 E Compass Way,"Easley, SC 29640",Townhome,1649,3,2.5,1729.0,Easley,SC,29640
29640,318 E Compass Way,"Easley, SC 29640",Townhome,1649,3,2.5,1729.0,Easley,SC,29640
29640,298 E Compass Way,"Easley, SC 29640",Townhome,1649,3,2.5,1729.0,Easley,SC,29640
29640,290 E Compass Way,"Easley, SC 29640",Townhome,1649,3,2.5,1729.0,Easley,SC,29640
29640,320 E Compass Way,"Easley, SC 29640",Townhome,1649,3,2.5,1729.0,Easley,SC,29640
29640,324 E Compass Way,"Easley, SC 29640",Townhome,1649,3,2.5,1729.0,Easley,SC,29640
29640,309 E Compass Way,"Easley, SC 29640",Townhome,1649,3,2.5,1729.0,Easley,SC,29640
29640,299 E Compass Way,"Easley, SC 29640",Townhome,1649,3,2.5,1729.0,Easley,SC,29640
29640,319 E Compass Way,"Easley, SC 29640",Townhome,1649,3,2.5,1729.0,Easley,SC,29640
29640,308 E Compass Way,"Easley, SC 29640",Townhome,1649,3,2.5,1729.0,Easley,SC,29640
29640,300 E Compass Way,"Easley, SC 29640",Townhome,1649,3,2.5,1729.0,Easley,SC,29640
29640,301 E Compass Way,"Easley, SC 29640",Townhome,1649,3,2.5,1729.0,Easley,SC,29640
29640,303 E Compass Way,"Easley, SC 29640",Townhome,1649,3,2.5,1729.0,Easley,SC,29640
29640,296 E Compass Way,"Easley, SC 29640",Townhome,1649,3,2.5,1729.0,Easley,SC,29640
29640,314 E Compass Way,"Easley, SC 29640",Townhome,1599,3,2.5,1634.0,Easley,SC,29640
29640,317 E Compass Way,"Easley, SC 29640",Townhome,1599,3,2.5,1634.0,Easley,SC,29640
29640,302 E Compass Way,"Easley, SC 29640",Townhome,1599,3,2.5,1634.0,Easley,SC,29640
29640,297 E Compass Way,"Easley, SC 29640",Townhome,1599,3,2.5,1634.0,Easley,SC,29640
29640,305 E Compass Way,"Easley, SC 29640",Townhome,1599,3,2.5,1634.0,Easley,SC,29640
29640,316 E Compass Way,"Easley, SC 29640",Townhome,1599,3,2.5,1634.0,Easley,SC,29640
29640,304 E Compass Way,"Easley, SC 29640",Townhome,1599,3,2.5,1634.0,Easley,SC,29640
29640,328 E Compass Way,"Easley, SC 29640",Townhome,1599,3,2.5,1634.0,Easley,SC,29640
29640,315 E Compass Way,"Easley, SC 29640",Townhome,1599,3,2.5,,Easley,SC,29640
29640,326 E Compass Way,"Easley, SC 29640",Townhome,1599,3,2.5,,Easley,SC,29640
29640,293 E Compass Way,"Easley, SC 29640",Townhome,1649,3,2.5,,Easley,SC,29640
29640,330 E Compass Way,"Easley, SC 29640",Townhome,1649,3,2.5,,Easley,SC,29640
29640,313 E Compass Way,"Easley, SC 29640",Townhome,1649,3,2.5,,Easley,SC,29640
29640,295 E Compass Way,"Easley, SC 29640",Townhome,1599,3,2.5,,Easley,SC,29640
29640,247 E Compass Way,"Easley, SC 29640",Townhome,1600,3,2.5,,Easley,SC,29640
29640,306 E Compass Way,"Easley, SC 29640",Townhome,1649,3,2.5,,Easley,SC,29640
29640,213 S 7th St,"Easley, SC 29640",House,1400,3,1.5,1412.0,Easley,SC,29640
29640,114 Green Oak Dr,"Easley, SC 29640",House,2400,5,3,2400.0,Easley,SC,29640
29640,3657 Farrs Bridge Rd Unit A,"Easley, SC 29640",Condo,1349,2,1,900.0,Easley,SC,29640
